"CandidateID","FullName","BallotName","ElectoralDistrict","Sex","DataQuality","LastUpdated"
"269 ","Ahmed Qasim Ibrahim Mohammed Al-Abidi","National res- olution",,"Male","OK","2025-10-15 10:25:05"
"269 ","Ahmed Qasim Najm Abdullah Al- Mashhadani","National res- olution",,"Male","OK","2025-10-15 10:25:05"
"251 ","Ahmed Qasim Youssef Murad Al-Dawudi","Rights Movement",,"Male","OK","2025-10-15 10:25:05"
"224 ","Ahmed Raad Muhammad Saleh Nah","Good news, Iraq",,"Male","OK","2025-10-15 10:25:05"
"218 ","Ahmed Rafei Yasser N Ramadan","Badr Organization",,"Male","OK","2025-10-15 10:25:05"
"255 ","Ahmed Ragheb Ahmed Abdel Razzaq Al-Rawi","Progress Party",,"Male","OK","2025-10-15 10:25:05"
"207 ","Ahmed Rahim Ali Press","Reconstruction and Development Coali- tion",,"Male","OK","2025-10-15 10:25:05"
"202 ","Ahmed Rahim Azrak gesture of Al- Radithan Y","Sadiqun Movement",,"Male","OK","2025-10-15 10:25:05"
"250 ","Ahmed Rahman Hadi Kashash Al-Abadi","Alternative Allia- nce",,"Male","OK","2025-10-15 10:25:05"
"211 ","Ahmed Ramadan Munawar Abid","National identity",,"Male","OK","2025-10-15 10:25:05"
"218 ","Ahmed Rasn, where did you go, Al- Atwani?","Badr Organization",,"Male","OK","2025-10-15 10:25:05"
"244 ","Ahmed Saad Abdel Ahmed","Al-Arafri Foun- dation Coalition",,"Male","OK","2025-10-15 10:25:05"
"221 ","Ahmed Sabah Daih Hamadi Al-Abidi","National Sovereignty Alliance - Le- gislation",,"Male","OK","2025-10-15 10:25:05"
"244 ","Ahmed Saddam Kazim Youssef Al-Saedi","Al-Arafri Foun- dation Coalition",,"Male","OK","2025-10-15 10:25:05"
"264 ","Ahmed Sadiq Khalifa Ahmed","National Pioneers Movement",,"Male","OK","2025-10-15 10:25:05"
"271 ","Ahmed Sajit Hashim Hassan Al-Amri","Services Alliance",,"Male","OK","2025-10-15 10:25:05"
"207 ","Ahmed Sajit, stubborn, Hassan Al-Shar, Hani","Reconstruction and Development Coali- tion",,"Male","OK","2025-10-15 10:25:05"
"207 ","Ahmed Sakr Hamza Makwatar Al-Badri","Reconstruction and Development Coali- tion",,"Male","OK","2025-10-15 10:25:05"
"257 ","Ahmed Salah Al-Aithikat Al- Sikthan Y","State of Law Coalition",,"Male","OK","2025-10-15 10:25:05"
"255 ","Ahmed Salah Nour Mazal","Progress Party",,"Male","OK","2025-10-15 10:25:05"
"257 ","Ahmed Salal Aziz Mohammed Al-Badri","State of Law Coalition",,"Male","OK","2025-10-15 10:25:05"
"211 ","Ahmed Salam Suleiman Saleh","National identity",,"Male","OK","2025-10-15 10:25:05"
"207 ","Ahmed Salam, I have a cold on the crosser","Reconstruction and Development Coali- tion",,"Male","OK","2025-10-15 10:25:05"
"221 ","Ahmed Saleh Haseer N Hamad Al- Zawi","National Sovereignty Alliance - Le- gislation",,"Male","OK","2025-10-15 10:25:05"
"202 ","Ahmed Saleh Mahdi Moham- med Al-Shaibani","Sadiqun Movement",,"Male","OK","2025-10-15 10:25:05"
"231 ","Ahmed Salem Aziz Hamad Al-Saedi","National State Forces Alliance",,"Male","OK","2025-10-15 10:25:05"
"240 ","Ahmed Salem Shabib Madid Madid","National masses",,"Male","OK","2025-10-15 10:25:05"
"257 ","Ahmed Salim Abdel Rahman Ali Al-Ahmadi","State of Law Coalition",,"Male","OK","2025-10-15 10:25:05"
"244 ","Ahmed Salman Awda Briwal Shablawi","Al-Arafri Foun- dation Coalition",,"Male","OK","2025-10-15 10:25:05"
"218 ","Ahmed Salman Jaili Nahi Al-Khudair","Badr Organization",,"Male","OK","2025-10-15 10:25:05"
"259 ","Ahmed Sami Abdullah Ali Al- Juwaithan Y","National Depth Allia- nce",,"Male","OK","2025-10-15 10:25:05"
"231 ","Ahmed Sami Mohammed Khadir Al-Masoudi","National State Forces Alliance",,"Male","OK","2025-10-15 10:25:05"
"244 ","Ahmed Sarrar Han Mutlak Lazem Al-Mohammadawi","Al-Arafri Foun- dation Coalition",,"Male","OK","2025-10-15 10:25:05"
"255 ","Ahmed Sattar Abdel Razzaq Mohammed","Progress Party",,"Male","OK","2025-10-15 10:25:05"
"269 ","Ahmed Sayer Obaid Mahmoud Al-Janani","National res- olution",,"Male","OK","2025-10-15 10:25:05"
"241 ","Ahmed Shahadeh, may God have mercy on him","Azm Iraq Alliance",,"Male","OK","2025-10-15 10:25:05"
"224 ","Ahmed Shaheed Marhoun Abbas Al-Karawi","Good news, Iraq",,"Male","OK","2025-10-15 10:25:05"
"257 ","Ahmed Shaker Fadel Nayel Al-Khafaji","State of Law Coalition",,"Male","OK","2025-10-15 10:25:05"
"231 ","Ahmed Shaker Mahmoud Hassir Al-Mansouri","National State Forces Alliance",,"Male","OK","2025-10-15 10:25:05"
"259 ","Ahmed Shalal Abbas Judy Anouz","National Depth Allia- nce",,"Male","OK","2025-10-15 10:25:05"
"239 ","Ahmed Shia Kazarshnit Al- Sahlani","Sumerian movement",,"Male","OK","2025-10-15 10:25:05"
"241 ","Ahmed Shihab Ahmed Salem Al-Jubouri","Azm Iraq Alliance",,"Male","OK","2025-10-15 10:25:05"
"270 ","Ahmed Shihab Hamad Khamis Al-Sayeh","Iraq Reform Party",,"Male","OK","2025-10-15 10:25:05"
"251 ","Ahmed Shukran Jiad Mahdi Al-Ghazaliyy","Rights Movement",,"Male","OK","2025-10-15 10:25:05"
"286 ","Ahmed Siddiq Nayef Ali Al-Hatim","Civilians",,"Male","OK","2025-10-15 10:25:05"
"244 ","Ahmed Subaih Abdullah Salman Al- Rukani","Al-Arafri Foun- dation Coalition",,"Male","OK","2025-10-15 10:25:05"
"285 ","Ahmed Sufni Hamid Ismail","Kurdistan Justice Group / Iraq",,"Male","OK","2025-10-15 10:25:05"
"255 ","Ahmed Taama Hamad Shabib Al-Jubouri","Progress Party",,"Male","OK","2025-10-15 10:25:05"
"224 ","Ahmed Tafer Ya Hashem Ali Al-Batat","Good news, Iraq",,"Male","OK","2025-10-15 10:25:05"
"257 ","Ahmed Taher Jabbar Kazim Al- Rifai","State of Law Coalition",,"Male","OK","2025-10-15 10:25:05"
"251 ","Ahmed Talib Mahdi Ahmed Al-Ajili","Rights Movement",,"Male","OK","2025-10-15 10:25:05"
"244 ","Ahmed Talib Mohammed Hassan Al-Dafa' a","Al-Arafri Foun- dation Coalition",,"Male","OK","2025-10-15 10:25:05"
"210 ","Ahmed Talib Obaid Zghair Al-Janani","Perception move- ment",,"Male","OK","2025-10-15 10:25:05"
"244 ","Ahmed Taresh Jassim Shabib Al Hindi","Al-Arafri Foun- dation Coalition",,"Male","OK","2025-10-15 10:25:05"
"250 ","Ahmed Thani Ajaj Shaher Al- Rafaei","Alternative Allia- nce",,"Male","OK","2025-10-15 10:25:05"
"290 ","Ahmed Thani Mustafa Abdu- llah Al-Darwish","Nineveh First All- iance",,"Male","OK","2025-10-15 10:25:05"
"244 ","Ahmed Waad Hazem Muhammad Siala","Al-Arafri Foun- dation Coalition",,"Male","OK","2025-10-15 10:25:05"
"269 ","Ahmed Walid Abdullah Hasiran Al-Khafaji","National res- olution",,"Male","OK","2025-10-15 10:25:05"
"224 ","Ahmed Yahrath Jassim Jawid Al-Saedi","Good news, Iraq",,"Male","OK","2025-10-15 10:25:05"
"255 ","Ahmed Yahreth YoussefHa- mza","Progress Party",,"Male","OK","2025-10-15 10:25:05"
"231 ","Ahmed Ya'rab Fadhel Mahdi Al-Bawi","National State Forces Alliance",,"Male","OK","2025-10-15 10:25:05"
"245 ","Ahmed Yasser Dhiban Ali Al- Shafi'i","Canon's secr- ets",,"Male","OK","2025-10-15 10:25:05"
"244 ","Ahmed Yasser Hamed is absent","Al-Arafri Foun- dation Coalition",,"Male","OK","2025-10-15 10:25:05"
"239 ","Ahmed Yasser Hasirn Abdul Hassan Al-Jabouri","Sumerian movement",,"Male","OK","2025-10-15 10:25:05"
"218 ","Ahmed Younis Anis Hasir N","Badr Organization",,"Male","OK","2025-10-15 10:25:05"
"218 ","Ahmed Younis Hasir N Rabat Al-Naghisir Y","Badr Organization",,"Male","OK","2025-10-15 10:25:05"
"286 ","Ahmed Zaid Dahwi Ali Al-Ali","Civilians",,"Male","OK","2025-10-15 10:25:05"
"207 ","Ahmed Zarzurfaleh Musa Al-Saedi","Reconstruction and Development Coali- tion",,"Male","OK","2025-10-15 10:25:05"
"255 ","Ahoud Ali Ahmed Saleh Al- Mashhadani","Progress Party",,"   female
 ","OK","2025-10-15 10:25:05"
"271 ","Ahoud Saadoun Halil Hattab Al-Minshadawi","Services Alliance",,"   female
 ","OK","2025-10-15 10:25:05"
"251 ","Aid Tahir Aziz Brisam Al-Fadhli","Rights Movement",,"Male","OK","2025-10-15 10:25:05"
"209 ","Aida Amir Alwan Haseer N Al- Marsoumi","Rescuers",,"   female
 ","OK","2025-10-15 10:25:05"
"245 ","Aida Hasiran Alwan Hassan Al- Rubaie","Canon's secr- ets",,"female
 ","OK","2025-10-15 10:25:05"
"207 ","Aida Ibrahim Ali Murad","Reconstruction and Development Coali- tion",,"   female
 ","OK","2025-10-15 10:25:05"
"221 ","Aida Ibrahim Mahmoud Ahmed Al-Dulaimi","National Sovereignty Alliance - Le- gislation",,"   female
 ","OK","2025-10-15 10:25:05"
"241 ","Aida Mohammed Obaid Hamza Al-Hamza","Azm Iraq Alliance",,"   female
 ","OK","2025-10-15 10:25:05"
"207 ","Aida Muhammad Ali Abdul Ghafoor Zain Al-Abidin Al-Zamou","Reconstruction and Development Coali- tion",,"   female
 ","OK","2025-10-15 10:25:05"
"221 ","Aisha Ghazal Mahdi Madhan Al-Masari","National Sovereignty Alliance - Le- gislation",,"   female
 ","OK","2025-10-15 10:25:05"
"221 ","Aisha Rafi Rajab Hasirn","National Sovereignty Alliance - Le- gislation",,"   female
 ","OK","2025-10-15 10:25:05"
"221 ","Aisha Rajab Abdul-Azim Mukhlif Al-Zubaidi","National Sovereignty Alliance - Le- gislation",,"   female
 ","OK","2025-10-15 10:25:05"
"271 ","Ajeel Karim, it is necessary for me to follow Al-Moussawi","Services Alliance",,"Male","OK","2025-10-15 10:25:05"
"253 ","Akam Abdullah Tawfiq Khadhan","Lawyer Akam Abdullah Tawfiq",,"Male","OK","2025-10-15 10:25:05"
"317 ","Akobakrikorakob Harition Matlayi","Acoupcrecouracoup",,"Male","OK","2025-10-15 10:25:05"
"241 ","Akram Ahmed Jassim Mohammed Al-Obaidi","Azm Iraq Alliance",,"Male","OK","2025-10-15 10:25:05"
"281 ","Akram Bilal Mahmoud Jadoua Al-Hadidi","Nineveh People's Union",,"Male","OK","2025-10-15 10:25:05"
"223 ","Akram Jawad Ali Hasiran Has- iran","Coming",,"Male","OK","2025-10-15 10:25:05"
"269 ","Akram Mohammed Nasser Mohsen Al-Falluji","National res- olution",,"Male","OK","2025-10-15 10:25:05"
"257 ","Akram Sahib Obaid Shahern Al Sha- mri","State of Law Coalition",,"Male","OK","2025-10-15 10:25:05"
"271 ","Akram Sajit Majeed Abdul-Aboud Al-Nasiri","Services Alliance",,"Male","OK","2025-10-15 10:25:05"
"222 ","Akram Saleh Ghafoor Saleh Bashk","Patriotic Union of Kurdistan",,"Male","OK","2025-10-15 10:25:05"
"290 ","Akrameh Abd Hamdoun Mustafa Al- Mawla","Nineveh First All- iance",,"Male","OK","2025-10-15 10:25:05"
"275 ","Akuali Ahmed Aziz Jamalali","Kurdistan Democratic Pa- rner",,"Male","OK","2025-10-15 10:25:05"
"207 ","Ala Abdul Amir Jassim Mohammed Al-Karaghoul","Reconstruction and Development Coali- tion",,"   female
 ","OK","2025-10-15 10:25:05"
"290 ","Ala Nabil Mohammed Abdul Redha Nahi","Nineveh First All- iance",,"female
 ","OK","2025-10-15 10:25:05"
"271 ","Ala Odeh does not like what he says","Services Alliance",,"   female
 ","OK","2025-10-15 10:25:05"
"224 ","Alaa Abdel Haseer Nakreem Hassan Al- Saedi","Good news, Iraq",,"Male","OK","2025-10-15 10:25:05"
"269 ","Alaa Abdel Karim Ibrahim Khadirar Kibawy","National res- olution",,"Male","OK","2025-10-15 10:25:05"
"244 ","Alaa Abdel-Kazem Abbas Mohammed Al-Husseinawi","Al-Arafri Foun- dation Coalition",,"   female
 ","OK","2025-10-15 10:25:05"
"218 ","Alaa Abdul Hassan Ali Obaid Al-Alyan","Badr Organization",,"Male","OK","2025-10-15 10:25:05"
"251 ","Alaa Abdullah Rissan, what is wrong?","Rights Movement",,"   female
 ","OK","2025-10-15 10:25:05"
"224 ","Alaa Abdullah Shihab Ahmed Al-Qaisi","Good news, Iraq",,"female
 ","OK","2025-10-15 10:25:05"
"255 ","Alaa Adel Kamel Abdel Marawi","Progress Party",,"Male","OK","2025-10-15 10:25:05"
"241 ","Alaa Ahmed KhalafKhawain Al-Ikhwain","Azm Iraq Alliance",,"Male","OK","2025-10-15 10:25:05"
"236 ","Alaa Ali Haseer N NaseefAl- Abidi","Al-Omran Party",,"   female
 ","OK","2025-10-15 10:25:05"
"236 ","Alaa Ali NaseefJassim Al-Azzawi","Al-Omran Party",,"   female
 ","OK","2025-10-15 10:25:05"
"202 ","Alaa Awda KhalafHaseer N Al-Moussawi","Sadiqun Movement",,"female
 ","OK","2025-10-15 10:25:05"
"245 ","Alaa Aziz Abdul-Ridha Mohammed Al-Tani","Canon's secr- ets",,"female
 ","OK","2025-10-15 10:25:05"
"205 ","Alaa Barakat Shaker Sirr Yif","Anbar is our identity",,"female
 ","OK","2025-10-15 10:25:05"
"290 ","Alaa Dhnoon Ayoub YousefAl-Aqidi","Nineveh First All- iance",,"Male","OK","2025-10-15 10:25:05"
"218 ","Alaa Faisal Kazim Mahdi Al-Anbaki","Badr Organization",,"Male","OK","2025-10-15 10:25:05"
"235 ","Alaa Ghaleb Radeef Mohammed Al-Haddad","Our Cause Mo- vement",,"   female
 ","OK","2025-10-15 10:25:05"
"244 ","Alaa Hadi Abdul-Ridha Abbas Al-Khafaji","Al-Arafri Foun- dation Coalition",,"   female
 ","OK","2025-10-15 10:25:05"
"250 ","Alaa Hamid Majeed Abbas Al-Ramaji","Alternative Allia- nce",,"   female
 ","OK","2025-10-15 10:25:05"
"207 ","Alaa Hamoudi Jassim Hamoud Al-Jubouri","Reconstruction and Development Coali- tion",,"Male","OK","2025-10-15 10:25:05"
"207 ","Alaa Haseer N Abdulkadhim Brij Al-Alwan","Reconstruction and Development Coali- tion",,"Male","OK","2025-10-15 10:25:05"
"283 ","Alaa Haseer N Dhuib Hamadi Al-Dulaimiyi","Summits Alliance",,"Male","OK","2025-10-15 10:25:05"
"224 ","Alaa Hasir Abbas Kazim Al Khamis","Good news, Iraq",,"Male","OK","2025-10-15 10:25:05"
"210 ","Alaa Hasir n Mansour Abbas Al-Talaqani","Perception move- ment",,"Male","OK","2025-10-15 10:25:05"
"244 ","Alaa Hasirn Jarallah Majlai Al-Dulaimii","Al-Arafri Foun- dation Coalition",,"Male","OK","2025-10-15 10:25:05"
"250 ","Alaa Hassan Farag Rasn Y Al-Aqani","Alternative Allia- nce",,"Male","OK","2025-10-15 10:25:05"
"207 ","Alaa Hassan Hantoush Ali Al-Abdullah","Reconstruction and Development Coali- tion",,"Male","OK","2025-10-15 10:25:05"
"259 ","Alaa Hassan Sirr Y Mohsen Al Ba- dri","National Depth Allia- nce",,"   female
 ","OK","2025-10-15 10:25:05"
"270 ","Alaa Hatem Haseer N Alwan Al-Jaafar","Iraq Reform Party",,"Male","OK","2025-10-15 10:25:05"
"212 ","Alaa Ibrahim Jassim Mohammed Al- Dujan Y","The National Tribal Current in Iraq",,"   female
 ","OK","2025-10-15 10:25:05"
"244 ","Alaa Ismail Hamid Hajim Al-Mamoosi","Al-Arafri Foun- dation Coalition",,"   female
 ","OK","2025-10-15 10:25:05"
"264 ","Alaa Ismail Wahib Mohammed Al-Saadi","National Pioneers Movement",,"Male","OK","2025-10-15 10:25:05"
"272 ","Alaa Issa Othman, a teaching assistant","The Arab Project, Iraq",,"Male","OK","2025-10-15 10:25:05"
"257 ","Alaa Jaber Hashem Nour","State of Law Coalition",,"   female
 ","OK","2025-10-15 10:25:05"
"224 ","Alaa Jamil Talib Abdul-Zubaidi","Good news, Iraq",,"Male","OK","2025-10-15 10:25:05"
"202 ","Alaa Jawad Moham- med Shabl Al-Arzfari","Sadiqun Movement",,"Male","OK","2025-10-15 10:25:05"
"203 ","Alaa Karim Ali Hamid Al-Anbaki","Stable",,"Male","OK","2025-10-15 10:25:05"
"231 ","Alaa Kazem Adhfa More happiness","National State Forces Alliance",,"Male","OK","2025-10-15 10:25:05"
"213 ","Alaa Kazim Bazm Ali Al-Khafaji","Al-Fawzakho gathering",,"Male","OK","2025-10-15 10:25:05"
"250 ","Alaa Kazim, star of the flood of immortality","Alternative Allia- nce",,"   female
 ","OK","2025-10-15 10:25:05"
"210 ","Alaa Lafta Hassan Abbas Al-Abbas","Perception move- ment",,"Male","OK","2025-10-15 10:25:05"
"241 ","Alaa Mahmoud Awad Kadhim","Azm Iraq Alliance",,"Male","OK","2025-10-15 10:25:05"
"241 ","Alaa Mahmoud Ibrahim Ahmed Al-Mashhadani","Azm Iraq Alliance",,"Male","OK","2025-10-15 10:25:05"
"272 ","Alaa Mahmoud Mohammed Ahmed Al-Tani","The Arab Project, Iraq",,"   female
 ","OK","2025-10-15 10:25:05"
"271 ","Alaa Majeed Jaber Ali Al-Miyaji","Services Alliance",,"Male","OK","2025-10-15 10:25:05"
"257 ","Alaa Matloub Koshan Awfni Koshan","State of Law Coalition",,"Male","OK","2025-10-15 10:25:05"
"259 ","Alaa Mohammed Abdul Redha Manhoush Al-Mous","National Depth Allia- nce",,"   female
 ","OK","2025-10-15 10:25:05"
"221 ","Alaa Mohammed Ghassan Al- Boubad","National Sovereignty Alliance - Le- gislation",,"Male","OK","2025-10-15 10:25:05"
"250 ","Alaa Mohammed Idris Youssef Al-Jabri","Alternative Allia- nce",,"Male","OK","2025-10-15 10:25:05"
"202 ","Alaa Mohammed Karim Abdul Sultani","Sadiqun Movement",,"Male","OK","2025-10-15 10:25:05"
"202 ","Alaa Mohsen Mohammed Sayer Al Shamri","Sadiqun Movement",,"   female
 ","OK","2025-10-15 10:25:05"
"231 ","Alaa Mutasher Aziz Awis Al- Atani","National State Forces Alliance",,"Male","OK","2025-10-15 10:25:05"
"271 ","Alaa Naji Saeed Salman Al-Rukani","Services Alliance",,"   female
 ","OK","2025-10-15 10:25:05"
"269 ","Alaa Nasser Attia Mohammed Al-Qaisi","National res- olution",,"Male","OK","2025-10-15 10:25:05"
"210 ","Alaa Qahtan Aziz Saleh Al-Safni","Perception move- ment",,"Male","OK","2025-10-15 10:25:05"
"259 ","Alaa Rahim Hamid Bustan Al-Muhammadawi","National Depth Allia- nce",,"Male","OK","2025-10-15 10:25:05"
"207 ","Alaa Rahim Kazim Sanid","Reconstruction and Development Coali- tion",,"Male","OK","2025-10-15 10:25:05"
"255 ","Alaa Rikan Abdulrahman Ibrahim Al-Fahdawi","Progress Party",,"female
 ","OK","2025-10-15 10:25:05"
"244 ","Alaa Sabah Marai ShahfAl-Haidari","Al-Arafri Foun- dation Coalition",,"Male","OK","2025-10-15 10:25:05"
"241 ","Alaa Sabbar Razij Bdaa Al-Dulaimiyi","Azm Iraq Alliance",,"   female
 ","OK","2025-10-15 10:25:05"
"236 ","Alaa Saheb Khalaf Saloum Al-Khailani","Al-Omran Party",,"   female
 ","OK","2025-10-15 10:25:05"
"207 ","Alaa Sakr Sarhan Jarallah Adel- fin Y","Reconstruction and Development Coali- tion",,"Male","OK","2025-10-15 10:25:05"
"207 ","Alaa Saleh Alwan Nasser Al-Nayli","Reconstruction and Development Coali- tion",,"   female
 ","OK","2025-10-15 10:25:05"
"286 ","Alaa Salem Hassan Saleh Al-Jubouri","Civilians",,"Male","OK","2025-10-15 10:25:05"
"270 ","Alaa Salem Maayouf Hassoun Al-Quraisy","Iraq Reform Party",,"   female
 ","OK","2025-10-15 10:25:05"
"218 ","Alaa Salman NayefJadoua Al-Kroui","Badr Organization",,"   female
 ","OK","2025-10-15 10:25:05"
"218 ","Alaa Sattar Abdul Jabbar Badn Al Tamimiyi","Badr Organization",,"Male","OK","2025-10-15 10:25:05"
"257 ","Alaa Shamran Fair and Mahdi Al-Amari","State of Law Coalition",,"Male","OK","2025-10-15 10:25:05"
"218 ","Alaa Shatnan wants Dawood Al-Tamimi","Badr Organization",,"Male","OK","2025-10-15 10:25:05"
"244 ","Alaa Shenishil Hashem Mohammed Al-Khalaf","Al-Arafri Foun- dation Coalition",,"Male","OK","2025-10-15 10:25:05"
"231 ","Alaa Talib Jabbar Jassim Al-Issawi","National State Forces Alliance",,"Male","OK","2025-10-15 10:25:05"
"250 ","Alaa Thabet Mohammed Jassim Al Shamri","Alternative Allia- nce",,"Male","OK","2025-10-15 10:25:05"
"231 ","Alaa Thamerfaleh Abdul Hassan","National State Forces Alliance",,"Male","OK","2025-10-15 10:25:05"
"202 ","Alawi Abbas Jassim Mo- hammed Al-Wafeni","Sadiqun Movement",,"Male","OK","2025-10-15 10:25:05"
"207 ","Alexander Hasir N Abdullah Saeed Al- Jabouri","Reconstruction and Development Coali- tion",,"Male","OK","2025-10-15 10:25:05"
"255 ","Al-Farouk Adel Sayyi Musa","Progress Party",,"Male","OK","2025-10-15 10:25:05"
"225 ","Ali Hama Saleh Taha Muhammad","",,"Male","OK","2025-10-15 10:25:05"
"221 ","Ali Abbas Jamil Hassan Al-Daythan Y","National Sovereignty Alliance - Le- gislation",,"Male","OK","2025-10-15 10:25:05"
"238 ","Ali Abbas Jassim Ali Al-Sultani","Lieutenant Colonel Ali Abbas Jassim Al-Sultani",,"Male","OK","2025-10-15 10:25:05"
"291 ","Ali Abbas Muhammad Sarr Y Al-Qara Lucy","The Elephant Front",,"Male","OK","2025-10-15 10:25:05"
"259 ","Ali Abdel Ali Trad Akmoush Al-Gharibawi","National Depth Allia- nce",,"Male","OK","2025-10-15 10:25:05"
"259 ","Ali Abdel Lafta Jisalji","National Depth Allia- nce",,"Male","OK","2025-10-15 10:25:05"
"257 ","Ali Abdel Moneim Abbas Mohammed Al- Azzawi","State of Law Coalition",,"Male","OK","2025-10-15 10:25:05"
"239 ","Ali Abdel Sattar Muhammad Arzij, the leftist","Sumerian movement",,"Male","OK","2025-10-15 10:25:05"
"245 ","Ali Abdel-Bafri Abdel-Hadi Abdullah Al-Tani","Canon's secr- ets",,"Male","OK","2025-10-15 10:25:05"
"251 ","Ali Abdul Abdullah Awda Al-Amiri","Rights Movement",,"Male","OK","2025-10-15 10:25:05"
"202 ","Ali Abdul Amir Hashim Jawad Al-Moussawi","Sadiqun Movement",,"Male","OK","2025-10-15 10:25:05"
"207 ","Ali Abdul Amir Joji is sad about my mother","Reconstruction and Development Coali- tion",,"Male","OK","2025-10-15 10:25:05"
"218 ","Ali Abdul Amir, the oppressed, the outcast, Khaz Ali","Badr Organization",,"Male","OK","2025-10-15 10:25:05"
"230 ","Ali Abdul Eid Jaber Al-Rukani","Al-Arafari Al-Ithar Party",,"Male","OK","2025-10-15 10:25:05"
"257 ","Ali Abdul Karim Abdul Redha Abdul Haseer Na- kashefAl-Ghata","State of Law Coalition",,"Male","OK","2025-10-15 10:25:05"
"202 ","Ali Abdul Karim KhalafNaim Al-Akanani","Sadiqun Movement",,"Male","OK","2025-10-15 10:25:05"
"223 ","Ali Abdul Karim Khalil Ibrahim Al-Jubouri","Coming",,"Male","OK","2025-10-15 10:25:05"
"250 ","Ali Abdul Mahdi Abdullah Muhsin Al-Zirjawi","Alternative Allia- nce",,"Male","OK","2025-10-15 10:25:05"
"257 ","Ali Abdul Mohammad Azaab Mohammad Al- Busaisi","State of Law Coalition",,"Male","OK","2025-10-15 10:25:05"
"260 ","Ali Abdul Razzaq Abu Khuzir Al-Ajili","National Brigade Pa- rty",,"Male","OK","2025-10-15 10:25:05"
"244 ","Ali Abdul Razzaq Farhan Mard Fartosi","Al-Arafri Foun- dation Coalition",,"Male","OK","2025-10-15 10:25:05"
"271 ","Ali Abdul Redha Ali Hassan Al Hasab","Services Alliance",,"Male","OK","2025-10-15 10:25:05"
"244 ","Ali Abdul Sayed Muayouf Ali Al-Jabouri","Al-Arafri Foun- dation Coalition",,"Male","OK","2025-10-15 10:25:05"
"244 ","Ali Abdul Zahra Abdul Redha Yousef Al-Hulaili","Al-Arafri Foun- dation Coalition",,"Male","OK","2025-10-15 10:25:05"
"245 ","Ali Abdul Zahra Jalal Ali Al-Ja'bawi","Canon's secr- ets",,"Male","OK","2025-10-15 10:25:05"
"207 ","Ali Abdulaziz Hassan Falih Al-Jandil","Reconstruction and Development Coali- tion",,"Male","OK","2025-10-15 10:25:05"
"250 ","Ali Abdulhasir N Hamoud الخشالییي دسرر","Alternative Allia- nce",,"Male","OK","2025-10-15 10:25:05"
"257 ","Ali Abdul-Hassan Mohsen Hassoun Al-Maliki","State of Law Coalition",,"Male","OK","2025-10-15 10:25:05"
"289 ","Ali Abdul-Hassan Rahyout MaktoufAl-Hassan","State Support Bloc",,"Male","OK","2025-10-15 10:25:05"
"221 ","Ali Abdul-Hussein Alwan Abbas Al-Bayanri","National Sovereignty Alliance - Le- gislation",,"Male","OK","2025-10-15 10:25:05"
"271 ","Ali Abdul-Hussein Muhammad Abdul- Ridha Wahhab","Services Alliance",,"Male","OK","2025-10-15 10:25:05"
"257 ","Ali Abdulkadhim Ajja Mughair Banawawi","State of Law Coalition",,"Male","OK","2025-10-15 10:25:05"
"221 ","Ali Abdullah Hamoud Salal Al-Khafaji","National Sovereignty Alliance - Le- gislation",,"Male","OK","2025-10-15 10:25:05"
"250 ","Ali Abdullah Hawarsakhir Y Al-Khazraji","Alternative Allia- nce",,"Male","OK","2025-10-15 10:25:05"
"244 ","Ali Abdul-Zaid Abbas and Far Al-Hasnawi","Al-Arafri Foun- dation Coalition",,"Male","OK","2025-10-15 10:25:05"
"245 ","Ali Aboud came to Lafta Al-Azzawi","Canon's secr- ets",,"Male","OK","2025-10-15 10:25:05"
"251 ","Ali Adel Abbas Alwan Al Shamri","Rights Movement",,"Male","OK","2025-10-15 10:25:05"
"264 ","Ali Adel Hamid Jihad Bir M","National Pioneers Movement",,"Male","OK","2025-10-15 10:25:05"
"266 ","Ali Adel Rashid Faisal Al-Hadith","Alliance of Excelle- nce",,"Male","OK","2025-10-15 10:25:05"
"231 ","Ali Adnan Badran Hazza Eidani","National State Forces Alliance",,"Male","OK","2025-10-15 10:25:05"
"241 ","Ali Adnan Rashid Abdul Razzaq Al-Qara Gholiyi","Azm Iraq Alliance",,"Male","OK","2025-10-15 10:25:05"
"241 ","Ali Ahmed Ali Ahmed","Azm Iraq Alliance",,"Male","OK","2025-10-15 10:25:05"
"224 ","Ali Ahmed Ali Hasir N Al- Bayanri","Good news, Iraq",,"Male","OK","2025-10-15 10:25:05"
"259 ","Ali Ahmed Rahim Alwan Al-Jalani","National Depth Allia- nce",,"Male","OK","2025-10-15 10:25:05"
"286 ","Ali Ahmed Suleiman Zab Al-Hassani","Civilians",,"Male","OK","2025-10-15 10:25:05"
"237 ","Ali AkiMohammad BashirHyder Ilyas El Kha- num","Al-Hadbaa National Alliance",,"Male","OK","2025-10-15 10:25:05"
"257 ","Ali Amer Mastouri Abdul Amir Tayawi","State of Law Coalition",,"Male","OK","2025-10-15 10:25:05"
"207 ","Ali Anhirabadhina Mohsen Al Saray","Reconstruction and Development Coali- tion",,"Male","OK","2025-10-15 10:25:05"
"289 ","Ali ArefShagarakol","State Support Bloc",,"Male","OK","2025-10-15 10:25:05"
"221 ","Ali Arethi, come back soon","National Sovereignty Alliance - Le- gislation",,"Male","OK","2025-10-15 10:25:05"
