A,Name on ballot,"Candidate

Sequence",Unnamed: 3,"   Type
      Nominat-
            ion","Electoral
district",Unnamed: 6,Sex,Candidate's full name,Voter number
213,Al-Fawzakho gathering,8 ,,Party,The egg,,"   female
 ",عدويه جابر عبدالواحد جاسم ديراوي,498
213,Al-Fawzakho gathering,9 ,,Party,The egg,,Male,Ali Shayeh Saeed Jaber Al-Hamoudi,499
213,Al-Fawzakho gathering,10 ,,Party,The egg,,Male,Adi Abdul Fattah Mansour Saleh Al-Ajman,500
213,Al-Fawzakho gathering,11 ,,Party,The egg,,"   female
 ",Course by Rahim Jaafar al-Harni,501
213,Al-Fawzakho gathering,12 ,,Party,The egg,,"   female
 ","Muntaha Abdullah Salman Kha-
lifa Al-Batooser Y",502
213,Al-Fawzakho gathering,13 ,,Party,The egg,,Male,"Haider Abdulsahib Muhammad Hasirn Hasirn Al-
Mudni",503
213,Al-Fawzakho gathering,14 ,,Party,The egg,,Male,"Mohammed Abdel Sayed Shabl Mohammed
Al-Lami",504
213,Al-Fawzakho gathering,15 ,,Party,The egg,,Male,Khaled Thamer Yaqoub Yousef Thameri,505
213,Al-Fawzakho gathering,16 ,,Party,The egg,,"female
 ","Amanni Hamid Ali Tanni Al-
Fayyad",506
213,Al-Fawzakho gathering,18 ,,Party,The egg,,"female
 ",Dina Khalaf Abdel Hassan,507
213,Al-Fawzakho gathering,19 ,,Party,The egg,,Male,Jafaryounis Jaber Eidan Al-Lami,508
213,Al-Fawzakho gathering,20 ,,Party,The egg,,"female
 ",Aseel Abdul Hassan Ali Zahir Al-Qatrani,509
213,Al-Fawzakho gathering,21 ,,Party,The egg,,Male,Amari Aqoub Golan Hasirn Al-Miyaji,510
213,Al-Fawzakho gathering,22 ,,Party,The egg,,"female
 ","Hoda Risan Abdul Zahra, the assigned farmer",511
213,Al-Fawzakho gathering,23 ,,Party,The egg,,Male,"Mohammed Basem Moham-
med Haseer N",512
213,Al-Fawzakho gathering,24 ,,Party,The egg,,"female
 ",Nawal Salem Hashem Khanjar Al-Shatri,513
218,Badr Organization,1 ,,Party,The egg,,Male,"Shaker Mahmoud Lafta Mahmoud
Al-Za'eir",514
218,Badr Organization,2 ,,Party,The egg,,Male,Hassan Zahir Khalaf Qasim Al-Najjar,515
218,Badr Organization,3 ,,Party,The egg,,Male,Haider Adnan Abdullah Ali Al-Saimri,516
218,Badr Organization,4 ,,Party,The egg,,"female
 ",Amtar Rahim Naima Fayel Al-Miyaji,517
218,Badr Organization,5 ,,Party,The egg,,Male,Osama Khair Allah Aziz Fadhel Al Salem,518
218,Badr Organization,6 ,,Party,يمیي           	,,Maleم ملعقةة الر,"
سجاد ساريكاظ",519
218,Badr Organization,7 ,,Party,The egg,,Male,"I became a cloud and an artist, Hadi
Mohammed Al-Baaj",520
218,Badr Organization,8 ,,Party,The egg,,"female
 ",Mithaq Ibrahim Faisal Mushtat Al-Hamdi,521
218,Badr Organization,9 ,,Party,The egg,,Male,Abdullah Badr Qasim Abdul Jazairi,522
218,Badr Organization,10 ,,Party,The egg,,Male,Tahseen Ahmed Mohammed Faraj Al-Darbas,523
218,Badr Organization,11 ,,Party,The egg,,Male,Amer Sabarjiyad Thamer Al-Atwan,524
218,Badr Organization,12 ,,Party,The egg,,"female
 ",Salmi Taherkati KhalafAl-Bandar,525
218,Badr Organization,13 ,,Party,The egg,,Male,Fouad Habib Faisal Fadel Jabara,526
218,Badr Organization,14 ,,Party,The egg,,Male,Duraid Saleh Muhalhal Aboud Al-Aboudi,527
218,Badr Organization,15 ,,Party,The egg,,Male,Hasirn Nahedh Abdul Khadhn Obaid Al-Hajji,528
218,Badr Organization,16 ,,Party,The egg,,"female
 ",Sincerely heard Ramadan,529
218,Badr Organization,17 ,,Party,The egg,,Male,Muhammad Radhiyyajah Sirr Yui Al-Shaghanthi,530
218,Badr Organization,18 ,,Party,The egg,,Male,Amjad Adel Rashaash Shanawa Al-Ali,531
218,Badr Organization,19 ,,Party,The egg,,Male,    Tariq Zayresin Faraj Al-Asadi,532
218,Badr Organization,20 ,,Party,The egg,,"   female
 ","    Muthanna Abdul Bari Jassim Muhammad
                            Al-Kanaan",533
218,Badr Organization,21 ,,Party,The egg,,Male,"   Jawad Kazem Abbas Hiyal Ei-
                        dani",534
218,Badr Organization,22 ,,Party,The egg,,Male,Muhammad Abdul Hassan Tuyeh Zaboon Saadi,535
218,Badr Organization,24 ,,Party,The egg,,"   female
 ","Indian Turkish Taher Hasir
N       Al-Tamimi",536
218,Badr Organization,25 ,,Party,The egg,,Male,Sheikh Ahmed Hamid Jaber Al-Moussawi,537
218,Badr Organization,26 ,,Party,The egg,,Male,"Hamid Rasn Y Ashourkazar Al-
Saknawi",538
218,Badr Organization,27 ,,Party,The egg,,Male,Haider Raad Majeed Haseer N Al-Ubaid,539
218,Badr Organization,28 ,,Party,The egg,,"   female
 ",Hana Ali Hilal Hilal Mobile,540
218,Badr Organization,29 ,,Party,The egg,,Male,Naseef Ali Abdul-Ridha Abbas Al-Miyaji,541
218,Badr Organization,30 ,,Party,The egg,,Male,Firas Fadel Eidan Ghuloum Al-Dosari,542
218,Badr Organization,31 ,,Party,The egg,,Male,"Hasirn Jasmkadhim
Wadi Al-Awfni",543
218,Badr Organization,32 ,,Party,The egg,,"   female
 ",Asia Abdel-Wahid Sahar Abdel-Ali Al-Hamdi,544
218,Badr Organization,33 ,,Party,The egg,,"   female
 ","Witness the loss of Asi Mohsen
Al-Awad",545
218,Badr Organization,34 ,,Party,The egg,,Male,Khaled Issa Khaled Safih Al-Sfih,546
218,Badr Organization,35 ,,Party,The egg,,Male,Alwan Asif Alwan Ahmed Al-Ahmad,547
218,Badr Organization,36 ,,Party,The egg,,"   female
 ",Hind Safaa Ahmed Abdel Razzaq,548
218,Badr Organization,37 ,,Party,The egg,,Male,"   Hasirn Nashed Saad Ma-
                   rah",549
218,Badr Organization,38 ,,Party,The egg,,Male,    Hassan Sayyi Hasir N        Musa Al-Moussawi,550
218,Badr Organization,39 ,,Party,The egg,,Male,"   Ali Laithi, the blessing of the Di-
              wan of Al-Baydani",551
218,Badr Organization,40 ,,Party,The egg,,"   female
 ", Duaa Jassim Mohammed Manujahar,552
218,Badr Organization,41 ,,Party,The egg,,Male,  Hazem Hamad Ahmed Jassim Al-Dagher,553
218,Badr Organization,42 ,,Party,The egg,,Male,Taama Jassim Marsh Abbas Al-Yinon,554
218,Badr Organization,43 ,,Party,The egg,,Male,Good that Abdulhassin Hadi Mu'adi,555
218,Badr Organization,44 ,,Party,The egg,,"   female
 ",Khansa Abdul Latif Aboud Abdul Wahid Al-Sharif,556
218,Badr Organization,45 ,,Party,The egg,,Male,Alaa Abdul Hassan Ali Obaid Al-Alyan,557
218,Badr Organization,46 ,,Party,The egg,,Male,Ali Louay Abdel-Maboud Abdel-Dayem,558
218,Badr Organization,47 ,,Party,The egg,,Male,I miss Talib Khraibat Halwa Al-Maliki,559
218,Badr Organization,48 ,,Party,The egg,,"   female
 ",Enas Abdul Redha is kind to me,560
218,Badr Organization,49 ,,Party,The egg,,Male,Abdul Rahim Khazal Abdul Ali Lafta Al-Naima,561
218,Badr Organization,50 ,,Party,The egg,,Male,"Jawad Kazem Zamel Khubit Al-
Bati",562
224,"Good news, Iraq",1 ,,      Alliance,The egg,,Male,"Mustafa Jabbar Sand Zubair
N Al-Marianani",563
224,"Good news, Iraq",2 ,,      Alliance,The egg,,Male,"Hamed Attia, brother of Tal'aa Al-Maliki",564
224,"Good news, Iraq",3 ,,      Alliance,The egg,,Male,Jamal Ali Awad and Ward Al-Issawi,565
224,"Good news, Iraq",4 ,,      Alliance,The egg,,Male,"Hassan Ashourmannari Jial-
Abadi",566
224,"Good news, Iraq",5 ,,      Alliance,The egg,,Male,Mekazem Khatermos Al-Diraoui,567
224,"Good news, Iraq",6 ,,      Alliance,The egg,,Male,Ali Hasiran Ali Abbas Al-Mawali,568
224,"Good news, Iraq",7 ,,      Alliance,The egg,,Male,"Ali Razak Musa Hashoush evil is dest-
royed",569
224,"Good news, Iraq",8 ,,      Alliance,The egg,,Male,"Samir Hanni Muhammad Abd al-Zahra
al-Hajjaj",570
224,"Good news, Iraq",9 ,,      Alliance,The egg,,Male,محمد جوده باشوکیي ناصح المالكي,571
224,"Good news, Iraq",10 ,,      Alliance,The egg,,"   female
 ",Zakia Abdel Farih Alwash Al-Mawli,572
224,"Good news, Iraq",11 ,,      Alliance,The egg,,Male,The poetry collection of Abd al-Rahman al-Shawi's Siwan,573
224,"Good news, Iraq",12 ,,      Alliance,The egg,,"   female
 ",The banks behind Zghair Hayal,574
224,"Good news, Iraq",13 ,,      Alliance,The egg,,Male,Qais Judeh Taherzaji Al Issa,575
224,"Good news, Iraq",14 ,,      Alliance,The egg,,Male,Khaled Walid Jabbar Matar Sweden,576
224,"Good news, Iraq",15 ,,      Alliance,The egg,,Male,Khaled Jameel Subaih Massir Al-Ameri,577
224,"Good news, Iraq",16 ,,      Alliance,The egg,,Male,احمد مهدي مظلوم علىي التميمیي,578
224,"Good news, Iraq",17 ,,      Alliance,The egg,,Male,Abdullah Abdulwahab Abdullah KhalafAl-Mutawwari,579
224,"Good news, Iraq",18 ,,      Alliance,The egg,,Male,Ghaffar Abdul-Ridha Hassan Suwadi Al-Saad,580
224,"Good news, Iraq",19 ,,      Alliance,The egg,,Male,"Ahmed Tafer Ya Hashem
Ali Al-Batat",581
224,"Good news, Iraq",20 ,,      Alliance,The egg,,"   female
 ","Amal Suwadi Muhammad Ali Marzouq Al-
Shar A",582
224,"Good news, Iraq",21 ,,      Alliance,The egg,,Male,Ghaith Abdulhassin Hamid Saadoun Al-Shanawa,583
224,"Good news, Iraq",22 ,,      Alliance,The egg,,Male,Nashat Nazim Wahid Shalaka Al-Maliki,584
224,"Good news, Iraq",23 ,,      Alliance,The egg,,Male,Abdul Salam Khadir Taher Rashid Al-Fadhili,585
224,"Good news, Iraq",24 ,,      Alliance,The egg,,"   female
 ","Rana Aliwi, the honey cutter of
the Yanunni",586
224,"Good news, Iraq",25 ,,      Alliance,The egg,,Male,Farhan Salman Farhan Shoe Shoe,587
224,"Good news, Iraq",26 ,,Alliance,The egg,,Male,"     Yasser N Haseer N Sirr Y Hassan Al
                            Batat",588
224,"Good news, Iraq",27 ,,Alliance,The egg,,Male,"   Hasirn Abdul Amir Zboon Moha-
               mmed Al-Hashemi",589
224,"Good news, Iraq",28 ,,Alliance,The egg,,"   female
 "," Anahid Jassim Haseer N Moh-
              ammed Jalani",590
224,"Good news, Iraq",29 ,,Alliance,The egg,,"   female
 ", Maysaa Ghaib Abdali Hammadi Al-Mahmoud,591
224,"Good news, Iraq",30 ,,Alliance,The egg,,Male, Sabah Ahmed Issa Salman Noor,592
224,"Good news, Iraq",31 ,,Alliance,The egg,,Male,طارق حمزه عباس منجني الحجامي,593
224,"Good news, Iraq",32 ,,Alliance,The egg,,"   female
 ",سهير زکیي طاهر صبيح الزليمات,594
224,"Good news, Iraq",33 ,,Alliance,The egg,,Male,   Sajjad Hasrin Abdul Zahra Sabthari Al-Mayaji,595
224,"Good news, Iraq",34 ,,Alliance,The egg,,Male,  Aws Jaberdaoud Salman Al-Zawwar,596
224,"Good news, Iraq",35 ,,Alliance,The egg,,Male,  Baqir Ghazi Jabara Saleh Al-Maliki,597
224,"Good news, Iraq",36 ,,Alliance,The egg,,"   female
 ","    Two prominent centers: Shaalan Laithi Al-Mira
                                      Ahmed",598
224,"Good news, Iraq",37 ,,Alliance,The egg,,Male,    Ahmed Abdul Mahdi Muthanna Shihab Al-Muhammadawi,599
224,"Good news, Iraq",38 ,,Alliance,The egg,,"   female
 "," And the age of Ahmed Aboud Rahim
                      Al-Sudani",600
224,"Good news, Iraq",39 ,,Alliance,The egg,,Male,  Hassan Shahid Nasser Bandar al-Nasseri,601
224,"Good news, Iraq",40 ,,Alliance,The egg,,"   female
 ",    Shahed Mohammed Ahmed Hamdan Al Attiyah,602
224,"Good news, Iraq",41 ,,Alliance,The egg,,Male,      Abdul-Jabbar Hassan Abdul-Jabbar Ajaj Al-Abouda,603
224,"Good news, Iraq",42 ,,Alliance,The egg,,Male,   Mustafa Abdulwahid Abduljalil Abdulhassan Al-Mayaji,604
224,"Good news, Iraq",43 ,,Alliance,The egg,,Male,  Ali Fleih Hamid Jude Al-Kanaan,605
224,"Good news, Iraq",44 ,,Alliance,The egg,,Male,    Ahmed Abdel Abbas Baroud Aziz Al-Mashaal,606
224,"Good news, Iraq",45 ,,Alliance,The egg,,"   female
 ","     Sky Jassim Hamadi Hassan Al-Matfar
                                   Y",607
224,"Good news, Iraq",46 ,,Alliance,The egg,,Male,"     Mustafa Najm Abdullah Sarr Y Al-
                          Tamimi",608
224,"Good news, Iraq",47 ,,Alliance,The egg,,Male,   Reda Mustafa Yaqoub Arzal Al-Eidani,609
224,"Good news, Iraq",48 ,,Alliance,The egg,,"   female
 ",      Ashwaq Talib Mansour Ali Al-Sajjafni,610
224,"Good news, Iraq",49 ,,Alliance,The egg,,"   female
 ",  Duaa Musa Ne'ma Nasser Al-Hassan,611
224,"Good news, Iraq",50 ,,Alliance,The egg,,Male,"Murtazan Kamil Mufer Na-
      kazem Al-Sikthan Y",612
231,National State Forces Alliance,1 ,,Alliance,The egg,,Male," Ali Shaddad Faris Shahil Al-
                   Jurani",613
231,National State Forces Alliance,2 ,,Alliance,The egg,,Male, Jawad Abdul Abbas Muhammad Jassim Al-Amara,614
231,National State Forces Alliance,3 ,,Alliance,The egg,,Male,  Sabah Hatem Reda Ghlais Al-Shaghanti,615
231,National State Forces Alliance,4 ,,Alliance,The egg,,Male,Farouk Hilal Juma Mahmoud Al-Sadawi,616
231,National State Forces Alliance,5 ,,Alliance,The egg,,Male,"Ali Adnan Badran Hazza
Eidani",617
231,National State Forces Alliance,6 ,,Alliance,The egg,,Male,"Haider Darb Sajn Y Khafn Y Al-
Nidhleh",618
231,National State Forces Alliance,7 ,,Alliance,The egg,,Male,"Supporter of the return of Barak Awad Al-
Miyaji",619
231,National State Forces Alliance,8 ,,Alliance,The egg,,Male,Ammar Jameel Abbas Ayi Al-Boswailem,620
231,National State Forces Alliance,9 ,,Alliance,The egg,,Male,Majed Hamoud Zghair Mozan Al-Faisalawi,621
231,National State Forces Alliance,10 ,,Alliance,The egg,,Male,Jamal Ghanem Diab Latif Al-Maliki,622
231,National State Forces Alliance,11 ,,Alliance,The egg,,Male," Nour Sabih Awda Hasir N
                  Al-Maliki",623
231,National State Forces Alliance,12 ,,Alliance,The egg,,Male," Good evening, Abdul Zahra Salboukh Al Mans-
                                   our",624
231,National State Forces Alliance,13 ,,Alliance,The egg,,Male,Adi Rissan Mutlaq Thajil Al-Yanunni,625
231,National State Forces Alliance,14 ,,Alliance,The egg,,Male,Mu'ayyar Ya'qub Baqrathar al-Musawi,626
231,National State Forces Alliance,15 ,,Alliance,The egg,,Male,Dear Saeed Faleh Ahmed Al-Batat,627
231,National State Forces Alliance,16 ,,Alliance,The egg,,Male,"Kazem Jawad Rasn Y Samari
Al-Zaidawi",628
231,National State Forces Alliance,17 ,,Alliance,The egg,,Male,Walid Matarbakir Y Marhaj Al-Miyaji,629
231,National State Forces Alliance,18 ,,Alliance,The egg,,Male,Naji Hazem Meksheesh Faleh Al-Essa,630
231,National State Forces Alliance,19 ,,Alliance,The egg,,Male,Jaafar Abdul Hassan Kazim Ji Al-Khalifa,631
231,National State Forces Alliance,20 ,,Alliance,The egg,,"   female
 ",Intesar Hamad Shandi Fadl Al-Maliki,632
231,National State Forces Alliance,21 ,,Alliance,The egg,,"   female
 ","Samia Faisal Awda Zahir Al-
Halfan Y",633
231,National State Forces Alliance,22 ,,Alliance,The egg,,"   female
 ",Ashjan Abbas Salman Musa Al-Jabri,634
231,National State Forces Alliance,23 ,,Alliance,The egg,,"   female
 ",Saham Jakhyour Abbas Rashid Al-Ajoud,635
231,National State Forces Alliance,24 ,,Alliance,The egg,,"   female
 ","How much is Amir N Mahdi Muta-
sher Al-Qatrani?",636
231,National State Forces Alliance,25 ,,Alliance,The egg,,"   female
 ",Najla رزاق بلجي حسن القرغولیي,637
231,National State Forces Alliance,26 ,,Alliance,The egg,,"   female
 ",Widad Jabari Latif Shangar Al-Rukani,638
231,National State Forces Alliance,27 ,,Alliance,The egg,,"   female
 ",افياء سليم كاطع مهاوي الحشم,639
231,National State Forces Alliance,28 ,,Alliance,The egg,,"   female
 ",Nidal Karim Ali Sainakh Al-Mukhlif,640
231,National State Forces Alliance,29 ,,Alliance,The egg,,"   female
 ",Nada KhalafShiyal Dakhil Al-Tamimi,641
231,National State Forces Alliance,30 ,,Alliance,The egg,,"   female
 ","     Batoul Fawzi Hasiran Alwan
                    Shikhanni",642
231,National State Forces Alliance,31 ,,Alliance,The egg,,"   female
 ",      Shaza Shakerkhshen Naseh Al-Aboudi,643
231,National State Forces Alliance,32 ,,Alliance,The egg,,"   female
 ","Messengers of Salah Abdel
Ali",644
231,National State Forces Alliance,33 ,,Alliance,The egg,,Male,"Mahdi Salah Naseem Mufer N Al-
Simri",645
231,National State Forces Alliance,34 ,,Alliance,The egg,,Male,Thaer Hamoudi Ne'meh Aboud Al-Matar,646
231,National State Forces Alliance,35 ,,Alliance,The egg,,Male,Suhail Mohamed Ali Mohamed Sadiq Al-Asadi,647
231,National State Forces Alliance,36 ,,Alliance,The egg,,Male,"Hasir N       Juban Arethi silenced the oppo-
sition",648
231,National State Forces Alliance,37 ,,Alliance,The egg,,Male,Latif Hashim Jaafar Ibrahim Al-Moussawi,649
231,National State Forces Alliance,38 ,,Alliance,The egg,,Male,"Mofeed Rasn Y Khalafkao-
ush Al-Maliki",650
231,National State Forces Alliance,39 ,,Alliance,The egg,,Male,"Mustafa Karim Ali Fakher Al-
Moussawi",651
231,National State Forces Alliance,40 ,,Alliance,The egg,,Male,Majed Raheef Mushkil Salem Al Shawi,652
231,National State Forces Alliance,41 ,,Alliance,The egg,,Male,"Khaled Talib Maleh Ka-
zim Al-Zarkanani",653
231,National State Forces Alliance,42 ,,Alliance,The egg,,Male,Alaa Kazem Adhfa More happiness,654
231,National State Forces Alliance,43 ,,Alliance,The egg,,Male,"Ahmed Abdel Zahra Yasser N
Eid Al-Halfen Y",655
231,National State Forces Alliance,44 ,,Alliance,The egg,,Male,"Haider Abdul-Jabbar Abdullah Mustafa Al-
Batat",656
231,National State Forces Alliance,45 ,,Alliance,The egg,,Male,"Firas Rasn Y Hamid Aziz Al-
Muhammadawi",657
231,National State Forces Alliance,46 ,,Alliance,The egg,,Male,Abdullah Najm Aboud Faleh Sayamer,658
231,National State Forces Alliance,47 ,,Alliance,The egg,,Male,Majed Abdul Amir Abbas Saad Al-Saad,659
231,National State Forces Alliance,48 ,,Alliance,The egg,,Male,Mahmoud Taan Najm Abdullah Al-Moussawi,660
231,National State Forces Alliance,49 ,,Alliance,The egg,,Male,Alaa Thamerfaleh Abdul Hassan,661
231,National State Forces Alliance,50 ,,Alliance,The egg,,Male,Youssef Sanawi Abdul Wahid Mansour Al-Moussawi,662
244,"Al-Arafri Foun-
dation Coalition",1 ,,Alliance,The egg,,Male,Adnan Ashour Adnan Abdullah Al-Jabri,663
244,"Al-Arafri Foun-
dation Coalition",2 ,,Alliance,The egg,,Male,Alaa Sabah Marai ShahfAl-Haidari,664
244,"Al-Arafri Foun-
dation Coalition",3 ,,Alliance,The egg,,Male,"Haitham Abdul-Jabbar Mu-
hammad Fahd Al-Zarkanani",665
244,"Al-Arafri Foun-
dation Coalition",4 ,,Alliance,The egg,,"   female
 ","Maha Majbal Hassan Nais Al-Riffan
Y",666
244,"Al-Arafri Foun-
dation Coalition",5 ,,Alliance,The egg,,Male,Ahmed Sarrar Han Mutlak Lazem Al-Mohammadawi,667
244,"Al-Arafri Foun-
dation Coalition",6 ,,Alliance,The egg,,Male,Hisham Abdel Salam Jaberouid Al-Mansouri,668
244,"Al-Arafri Foun-
dation Coalition",7 ,,Alliance,The egg,,Male,Ahmed Mohammed Abdul Rasoul Jassim Al Mubarak,669
244,"Al-Arafri Foun-
dation Coalition",8 ,,Alliance,The egg,,"   female
 ",Rasmiya Arethi Laftah Karim Al-Madhhaji,670
244,"Al-Arafri Foun-
dation Coalition",9 ,,Alliance,The egg,,Male,"Mohammed Abdullah Qasim, the sniper's clothes",671
244,"Al-Arafri Foun-
dation Coalition",10 ,,Alliance,The egg,,Male,Karim Khader Hamida Naim Sakn,672
244,"Al-Arafri Foun-
dation Coalition",11 ,,Alliance,The egg,,Male,Alaa Shenishil Hashem Mohammed Al-Khalaf,673
244,"Al-Arafri Foun-
dation Coalition",12 ,,Alliance,The egg,,"   female
 ","The will of the horses ofMasn
Y Mutasher Al-Abd Mir",674
244,"Al-Arafri Foun-
dation Coalition",13 ,,Alliance,The egg,,Male,"Ahmed Haseer N Hajim Mahoud Al-
Maliki",675
244,"Al-Arafri Foun-
dation Coalition",14 ,,Alliance,The egg,,Male,"Qasim Jabbar Rashid Hamdi Al-
Marianani",676
244,"Al-Arafri Foun-
dation Coalition",15 ,,Alliance,The egg,,Male,"Salem Jabbar Haseer N Jamh Al-
Azzawi",677
244,"Al-Arafri Foun-
dation Coalition",16 ,,Alliance,The egg,,"   female
 ",Khamail Karim Nasri Hamidi Karim,678
244,"Al-Arafri Foun-
dation Coalition",17 ,,Alliance,The egg,,Male,"A fighter, Abdul Khanjar, Muhanna Al-
Rukani",679
244,"Al-Arafri Foun-
dation Coalition",18 ,,Alliance,The egg,,Male,"Abdulhasir N       Salman Abdulhas-
san Abdul Eidani",680
244,"Al-Arafri Foun-
dation Coalition",19 ,,Alliance,The egg,,Male,Firas Faisal Hassan Abdul Samri,681
244,"Al-Arafri Foun-
dation Coalition",20 ,,Alliance,The egg,,"   female
 ","Intesar Abdul Haseer N Dahsh Hassan
Kanana",682
244,"Al-Arafri Foun-
dation Coalition",21 ,,Alliance,The egg,,Male,Sajid Abdullah Saywan Jaber Al-Hajjaj,683
244,"Al-Arafri Foun-
dation Coalition",22 ,,Alliance,The egg,,Male,"Hasir N       Faris Uthaib Muhammad Al-
Mansouri",684
244,"Al-Arafri Foun-
dation Coalition",23 ,,Alliance,The egg,,Male,Ali Ibrahim Malik Ahmed Al-Diraoui,685
244,"Al-Arafri Foun-
dation Coalition",24 ,,Alliance,The egg,,"   female
 ",Shaima Aqdam Abdul Jabbar Abdul Aziz Al-Amara,686
244,"Al-Arafri Foun-
dation Coalition",25 ,,Alliance,The egg,,Male,Mahmoud Obaid Ne'ma Badr Al-Jazaery,687
244,"Al-Arafri Foun-
dation Coalition",26 ,,Alliance,The egg,,Male,"Haider Abdul-Ilah Talib Jassim
Al-Hawanni",688
244,"Al-Arafri Foun-
dation Coalition",27 ,,Alliance,The egg,,Male,"Hasir N       Rahim Mazid Ja-
ber Al-Ghalami",689
244,"Al-Arafri Foun-
dation Coalition",28 ,,Alliance,The egg,,"   female
 ","Laila Lafta Smoke Zibak evil is kill-
ing you",690
244,"Al-Arafri Foun-
dation Coalition",29 ,,Alliance,The egg,,Male,Ali Abdul Zahra Abdul Redha Yousef Al-Hulaili,691
244,"Al-Arafri Foun-
dation Coalition",30 ,,Alliance,The egg,,Male,Muslim Hamza Abbas Jaber al-Zahir,692
244,"Al-Arafri Foun-
dation Coalition",31 ,,Alliance,The egg,,Male,"Wassim Hamid Mananri Jabbar Al-
Karmsy Y",693
244,"Al-Arafri Foun-
dation Coalition",32 ,,Alliance,The egg,,"   female
 ","We blew it up behind the Gaza credit-
ors",694
244,"Al-Arafri Foun-
dation Coalition",33 ,,Alliance,The egg,,Male,Momen Sabah Abdel Karim Dhad Al-Saad,695
244,"Al-Arafri Foun-
dation Coalition",34 ,,Alliance,The egg,,Male,"Ali Hasir Yusuf Matroud Al Ras-
hid",696
244,"Al-Arafri Foun-
dation Coalition",35 ,,Alliance,The egg,,Male,Mohammed Raad Kazim Shaker Al-Sabbagh,697
244,"Al-Arafri Foun-
dation Coalition",36 ,,Alliance,The egg,,"   female
 ",Batoul Tariq Khalaf Shihan Al-Shaher N,698
244,"Al-Arafri Foun-
dation Coalition",37 ,,Alliance,The egg,,Male,"Thamer Abdel-Dayem Salman Kanaan
Al-Kanaanani",699
244,"Al-Arafri Foun-
dation Coalition",38 ,,      Alliance, The egg,,Male,Ali Abdul Sayed Muayouf Ali Al-Jabouri,700
244,"Al-Arafri Foun-
dation Coalition",39 ,,      Alliance, The egg,,Male,"One morning, with Sadiq Al-Shaddawi",701
244,"Al-Arafri Foun-
dation Coalition",40 ,,      Alliance,"
 The eggشامي",,"female
iس الninموe شید","
عاطف ترکیي ر",702
244,"Al-Arafri Foun-
dation Coalition",41 ,,      Alliance,"
Theeg ییيgتمیم",,"female
بید ال دعلىي ع",هدى صیي عب,703
244,"Al-Arafri Foun-
dation Coalition",42 ,,      Alliance, The egg,,Male,Osama Aqil Issa Younis,704
244,"Al-Arafri Foun-
dation Coalition",43 ,,      Alliance, The egg,,Male,Nofal Jassim Hajem Lafta Al-Naeimiy,705
244,"Al-Arafri Foun-
dation Coalition",44 ,,      Alliance, The egg,,"female
 ",Duaa Imad Saleh Mahdi Al-Lafta,706
244,"Al-Arafri Foun-
dation Coalition",45 ,,      Alliance, The egg,,Male,Faleh Mohammed Jassim Jaber Al-Jaber,707
244,"Al-Arafri Foun-
dation Coalition",46 ,,      Alliance, The egg,,Male,"Samir Rahim Hamoud Masn
Y Al-Maliki",708
244,"Al-Arafri Foun-
dation Coalition",47 ,,      Alliance, The egg,,Male,"Hamid Kazim Akab Tareef Al-
Skithen Y",709
244,"Al-Arafri Foun-
dation Coalition",48 ,,      Alliance, The egg,,"female
 ",Saham Shanshal behind Saad Al-Furaiji,710
244,"Al-Arafri Foun-
dation Coalition",49 ,,      Alliance, The egg,,Male,Hashem Abdel-Hassan Dakhel Hassan Al-Miyaji,711
244,"Al-Arafri Foun-
dation Coalition",50 ,,      Alliance, The egg,,"female
 ",Nidal Musa Hamoud Khadir Harib,712
251,Rights Movement,1 ,,Party, The egg,,Male,"Haseer Nakadhim Jassim Mohammed
Al-Suwari",713
251,Rights Movement,2 ,,Party, The egg,,Male,I feel sorry for Jabbar KhalafAl-Abdullah,714
251,Rights Movement,3 ,,Party, The egg,,Male,"Uprooted, stubborn, Arithi, Shabib Al Salem",715
251,Rights Movement,4 ,,Party, The egg,,"female
 ","The example of Sawadi Abdullah Mujir
al-Qara'ani",716
251,Rights Movement,5 ,,Party, The egg,,Male,Dhiyab Ghanem Rahima Hamoud Al-Bashir,717
251,Rights Movement,6 ,,Party, The egg,,Male,"Dear Respondent, Karim Hassan Al Muhammad",718
251,Rights Movement,7 ,,Party, The egg,,Male,Qasim Haider Ali Nasser Al-Tani,719
251,Rights Movement,8 ,,Party, The egg,,"female
 ",Ayats Abdulzahra Mansour Yousef Al-Aqili,720
251,Rights Movement,9 ,,Party, The egg,,Male,Sabah Mahdi Karim Badi Al-Khalaf,721
251,Rights Movement,10 ,,Party, The egg,,Male,"Hamid Qasim Jassim Mohammed
Al-Halfan Y",722
251,Rights Movement,11 ,,Party, The egg,,Male,"Irfan Abdullah Hasir Na Ali Kha-
zaali",723
251,Rights Movement,12 ,,Party, The egg,,"female
 ","Congratulations Abbas Hassan Abdu-
llah Al-Mazni",724
251,Rights Movement,13 ,,Party, The egg,,Male,Mahdi Salah Hassan Manhal Al-Rakani,725
251,Rights Movement,14 ,,Party, The egg,,Male,"Yasser Abdel-Jabbar, Yasser Hamdi Al-Jazaery",726
251,Rights Movement,15 ,,Party, The egg,,Male,Muhammad Muhammad Salim Thajil Al-Zaidawi,727
251,Rights Movement,16 ,,Party,The egg,,"   female
 ",SuadNaeem Abdul SayedNaeem Al-Mutawwari,728
