A,Name on ballot,Candidate Sequence,Unnamed: 3,Type Nominat- ion,Electoral district,Unnamed: 6,Sex,Candidate's full name,Voter number,Sex_raw
202,Sadiqun Movement,133,,Party,Baghdad,,Female,Bidā ’ NasifJassim Haider al-Tammīmīyī,2400,female
202,Sadiqun Movement,134,,Party,Baghdad,,Male,Haider Salam Qasim Jalab Al-Saadi,2401,Male
202,Sadiqun Movement,135,,Party,Baghdad,,Female,Aseel Abdul Karim Abdul Wahab Ibrahim Al-Obaidi,2402,female
202,Sadiqun Movement,136,,Party,Baghdad,,Female,Zainab Juma Hasir Salman Al- Sudani,2403,female
202,Sadiqun Movement,139,,Party,Baghdad,,Male,Aoun Haidar Eidan Abdul Lami,2404,Male
206,Civil Democratic Allia- nce,1,,Alliance,Baghdad,,Male,Ali Kazim Aziz Salman Al-Rafi' i,2405,Male
206,Civil Democratic Allia- nce,2,,Alliance,Baghdad,,Female,Flowers by Hasir Saleh Mahdi Al- Rubaie,2406,female
206,Civil Democratic Allia- nce,3,,Alliance,Baghdad,,Male,Hussam al-Din Muhammad Hasan Alwan al-Zaidi,2407,Male
206,Civil Democratic Allia- nce,4,,Alliance,Baghdad,,Male,عقيل كاظم مسلم جي التميمیي,2408,Male
206,Civil Democratic Allia- nce,5,,Alliance,Baghdad,,Male,Salah Mujbil Taher Al-Bouali,2409,Male
206,Civil Democratic Allia- nce,6,,Alliance,Baghdad,,Male,Masoud Rustum Hamadi Fayyad Al-Rawajih,2410,Male
206,Civil Democratic Allia- nce,7,,Alliance,Baghdad,,Male,Falah Aziz Mahdi Abdul-Abidi,2411,Male
206,Civil Democratic Allia- nce,8,,Alliance,Baghdad,,Female,Enas Abdel Abbas Rahim Wadi Al-Fartousi,2412,female
206,Civil Democratic Allia- nce,9,,Alliance,Baghdad,,Male,Hussam Ahmed Haseer N Abbas Al-Ghalay,2413,Male
206,Civil Democratic Allia- nce,10,,Alliance,Baghdad,,Male,Faisal Abdullah Badraday Al-Ajrsar Y,2414,Male
206,Civil Democratic Allia- nce,11,,Alliance,Baghdad,,Female,Zainab Yas Noman Qaddouri Al-Abidi,2415,female
206,Civil Democratic Allia- nce,12,,Alliance,Baghdad,,Male,Yasser N Ali Hamid Jassim Al- Kubaisi,2416,Male
206,Civil Democratic Allia- nce,13,,Alliance,Baghdad,,Male,Yousuf Zahir Mansoor Zia Hindu,2417,Male
206,Civil Democratic Allia- nce,14,,Alliance,Baghdad,,Female,Shah Hiran Rahmat Ahmad Abdullah Baban,2418,female
206,Civil Democratic Allia- nce,15,,Alliance,Baghdad,,Male,Wael Mohammed Abdul Hassan Ali Al- Masari,2419,Male
206,Civil Democratic Allia- nce,16,,Alliance,Baghdad,,Male,Hassan Najm Mohammed Hassoun Al Shamri,2420,Male
206,Civil Democratic Allia- nce,17,,Alliance,Baghdad,,Male,Haider Abdul Majeed Mutawaq Muhammad Ali Al-Rubaie,2421,Male
206,Civil Democratic Allia- nce,18,,Alliance,Baghdad,,Female,Noura Aqil Haseer N Maan Al-Furaiji,2422,female
206,Civil Democratic Allia- nce,19,,Alliance,Baghdad,,Female,Anwar Jameel Bathin Y Georges Short,2423,female
206,Civil Democratic Allia- nce,20,,Alliance,Baghdad,,Female,Samira Nasser Mazban Ali Al-Khafaji,2424,female
206,Civil Democratic Allia- nce,21,,Alliance,Baghdad,,Male,Mahmoud Shaker Hamad Mataradhiya,2425,Male
206,Civil Democratic Allia- nce,22,,Alliance,Baghdad,,Male,Mohammed Aboud Saad Joda Al-Saedi,2426,Male
206,Civil Democratic Allia- nce,23,,Alliance,Baghdad,,Female,Hana Najm Abdullah Rayhan Al-Zaidi,2427,female
206,Civil Democratic Allia- nce,24,,Alliance,Baghdad,,Male,Ahmed Dahamktish Ali Al-Azzawi,2428,Male
206,Civil Democratic Allia- nce,25,,Alliance,Baghdad,,Male,Walid Khadir Kazim Ali Al- Jahsari,2429,Male
206,Civil Democratic Allia- nce,26,,Alliance,Baghdad,,Male,Ghazi Abdel Hadi Rasan Hassan Al-Sudani,2430,Male
206,Civil Democratic Allia- nce,27,,Alliance,Baghdad,,Female,Sarah Razaq Fadel Abdullah Al-Dani,2431,female
206,Civil Democratic Allia- nce,28,,Alliance,Baghdad,,Female,Hanan Hasiran Mahdi Dawood Al- Omair Y,2432,female
206,Civil Democratic Allia- nce,29,,Alliance,Baghdad,,Male,Yaqoub Youssef Abdullah Abdel- Anni,2433,Male
206,Civil Democratic Allia- nce,30,,Alliance,Baghdad,,Male,Taha Nofan Dakhil Tarshan Al-Jabouri,2434,Male
206,Civil Democratic Allia- nce,31,,Alliance,Baghdad,,Female,Zainab Hadi Jabarsalom Sdawi,2435,female
206,Civil Democratic Allia- nce,32,,Alliance,Baghdad,,Male,Ismail Khalil Ismail Abdul Haseer N Al-Khafaji,2436,Male
206,Civil Democratic Allia- nce,33,,Alliance,Baghdad,,Male,Ahmed Kazem Askar Ayed Al-Khafaji,2437,Male
206,Civil Democratic Allia- nce,34,,Alliance,Baghdad,,Female,Sari Shaker Kazim Abdul Ali Al-Banna,2438,female
206,Civil Democratic Allia- nce,36,,Alliance,Baghdad,,Male,Hadi Mohammed Jiyad Latif Janani,2439,Male
206,Civil Democratic Allia- nce,37,,Alliance,Baghdad,,Male,Ather Raad Qasim Jaafar Al-Himir Y,2440,Male
206,Civil Democratic Allia- nce,38,,Alliance,Baghdad,,Male,Saif Abdul Jalil Kamel Noman Al-Alusi,2441,Male
206,Civil Democratic Allia- nce,39,,Alliance,Baghdad,,Male,Abdullah Shaker Ahmed Mataradhiya,2442,Male
206,Civil Democratic Allia- nce,41,,Alliance,Baghdad,,Female,Maryam Salah Ahmed Alawi Al-Shammari,2443,female
206,Civil Democratic Allia- nce,42,,Alliance,Baghdad,,Male,Saleh Mahdi Saleh Mahmoud Al- Mashhadani,2444,Male
207,Reconstruction and Development Coali- tion,1,,Alliance,Baghdad,,Male,Mohammed Shia Sabraha- tim Al-Sudani,2445,Male
207,Reconstruction and Development Coali- tion,2,,Alliance,Baghdad,,Male,Jabbar Farah Abbas Jassim Al-Kanani,2446,Male
207,Reconstruction and Development Coali- tion,3,,Alliance,Baghdad,,Male,Mohammed Saadoun Hatem Sayhoud Al-Sudani,2447,Male
207,Reconstruction and Development Coali- tion,4,,Alliance,Baghdad,,Female,Hiam Aboudkadhim Fatlawi Al-Yasiri,2448,female
207,Reconstruction and Development Coali- tion,5,,Alliance,Baghdad,,Male,Ahmed Jassim Saber Mohammed Al-Asadi,2449,Male
207,Reconstruction and Development Coali- tion,6,,Alliance,Baghdad,,Male,Nouri Sabah Hamid Abtan Al- Alwani,2450,Male
207,Reconstruction and Development Coali- tion,7,,Alliance,Baghdad,,Male,Firas Rahim Majishmishloum Al-Baydani,2451,Male
207,Reconstruction and Development Coali- tion,8,,Alliance,Baghdad,,Female,Alia Nassif Jassim Aziz,2452,female
207,Reconstruction and Development Coali- tion,9,,Alliance,Baghdad,,Male,Haidar Nouri Jim Hassan Al-Omar,2453,Male
207,Reconstruction and Development Coali- tion,10,,Alliance,Baghdad,,Male,Baha Hasir N Ali Kamal Al-Araji,2454,Male
207,Reconstruction and Development Coali- tion,11,,Alliance,Baghdad,,Male,Mohammed Jabbar Hasan Al-Shammari,2455,Male
207,Reconstruction and Development Coali- tion,12,,Alliance,Baghdad,,Female,Sarah Ayad Hashem Haseer N Alawi,2456,female
207,Reconstruction and Development Coali- tion,13,,Alliance,Baghdad,,Male,Hasirn Habib Jassim Hassan Al-Azrijawi,2457,Male
207,Reconstruction and Development Coali- tion,14,,Alliance,Baghdad,,Male,Haider Hamid Sabbar Nasser Al-Muhayawi,2458,Male
207,Reconstruction and Development Coali- tion,15,,Alliance,Baghdad,,Male,Mahdi Karim Saleh Mahdi Al-Hakak,2459,Male
207,Reconstruction and Development Coali- tion,16,,Alliance,Baghdad,,Female,Mahdia Abdul Hassan Sh- anari Al-Lami,2460,female
207,Reconstruction and Development Coali- tion,17,,Alliance,Baghdad,,Male,Hasirn Saeed Kazim Ali Al- Rubaie,2461,Male
207,Reconstruction and Development Coali- tion,18,,Alliance,Baghdad,,Male,Alaa Sakr Sarhan Jarallah Adel- fin Y,2462,Male
207,Reconstruction and Development Coali- tion,19,,Alliance,Baghdad,,Male,Qusay Hasiran Ali Muhammad Mah- bouba,2463,Male
207,Reconstruction and Development Coali- tion,20,,Alliance,Baghdad,,Female,Suhaila Muslim Kazim Mohammed Al-Saedi,2464,female
207,Reconstruction and Development Coali- tion,21,,Alliance,Baghdad,,Male,Hisham Abdulmalik Ali Suhail,2465,Male
207,Reconstruction and Development Coali- tion,22,,Alliance,Baghdad,,Male,Adnan Jabbar Sajn Y Saleh Al-Shahmanni,2466,Male
207,Reconstruction and Development Coali- tion,23,,Alliance,Baghdad,,Male,"Saeb Khalaf, the owner of Awfni Al- Hajjam",2467,Male
207,Reconstruction and Development Coali- tion,24,,Alliance,Baghdad,,Female,فاتن مجي محسن حسن القرغولیي,2468,female
207,Reconstruction and Development Coali- tion,25,,Alliance,Baghdad,,Male,Ali Faisal Fahd Fayyadh Al-Fayyadh,2469,Male
207,Reconstruction and Development Coali- tion,26,,Alliance,Baghdad,,Male,Hassaniran Qasim Muhammad KhalafAl- Khafaji,2470,Male
207,Reconstruction and Development Coali- tion,27,,Alliance,Baghdad,,Male,Taher Hafiz Maji Mohammed Al-Difai,2471,Male
207,Reconstruction and Development Coali- tion,28,,Alliance,Baghdad,,Female,Aida Ibrahim Ali Murad,2472,female
207,Reconstruction and Development Coali- tion,29,,Alliance,Baghdad,,Male,"Completely stubborn, sad, and lazy",2473,Male
207,Reconstruction and Development Coali- tion,30,,Alliance,Baghdad,,Male,Arkan Shahab Ahmed Ka- zem Al-Shaibani,2474,Male
207,Reconstruction and Development Coali- tion,31,,Alliance,Baghdad,,Male,Haider Mohammed Jather Mutlaq Al-Salman,2475,Male
207,Reconstruction and Development Coali- tion,32,,Alliance,Baghdad,,Female,Amira Khader Abbas Ali Ablai,2476,female
207,Reconstruction and Development Coali- tion,33,,Alliance,Baghdad,,Male,Abbas Hasir N Saleh Jafar Saleh,2477,Male
207,Reconstruction and Development Coali- tion,34,,Alliance,Baghdad,,Male,Haider Abdulkadhim Naima Sahi,2478,Male
207,Reconstruction and Development Coali- tion,35,,Alliance,Baghdad,,Male,Amr Daoud Ibrahim Sarr Yif,2479,Male
207,Reconstruction and Development Coali- tion,36,,Alliance,Baghdad,,Female,Mohammed Hassan Hassoub Dolphin City,2480,female
207,Reconstruction and Development Coali- tion,37,,Alliance,Baghdad,,Male,Abdul Karim Abis Fahd plows,2481,Male
207,Reconstruction and Development Coali- tion,38,,Alliance,Baghdad,,Male,Ahmed Hadi Abdul Shalal Al-Akthi,2482,Male
207,Reconstruction and Development Coali- tion,39,,Alliance,Baghdad,,Male,Fadhel Ali Abdul Hassan Al-Anbari,2483,Male
207,Reconstruction and Development Coali- tion,40,,Alliance,Baghdad,,Female,Spectra of Hassan Mohammed Salman Al-Dawudi,2484,female
207,Reconstruction and Development Coali- tion,41,,Alliance,Baghdad,,Male,Alaa Rahim Kazim Sanid,2485,Male
207,Reconstruction and Development Coali- tion,42,,Alliance,Baghdad,,Male,Mishri Qadhim Salih Muzan Friji,2486,Male
207,Reconstruction and Development Coali- tion,43,,Alliance,Baghdad,,Male,Omar Adel Abdel Wahid Abdel Hussein Al- Sharif,2487,Male
207,Reconstruction and Development Coali- tion,44,,Alliance,Baghdad,,Female,Khadija Hassan Jassim Ibrahim Al-Mashhadani,2488,female
207,Reconstruction and Development Coali- tion,45,,Alliance,Baghdad,,Male,Falah Jabbarbadan Musa Al-Saadi,2489,Male
207,Reconstruction and Development Coali- tion,46,,Alliance,Baghdad,,Male,Mohammed Othman Ismail Mustafa Saleh,2490,Male
207,Reconstruction and Development Coali- tion,47,,Alliance,Baghdad,,Male,Jassim Mohan Abdul Khamat Al-Bukhanri,2491,Male
207,Reconstruction and Development Coali- tion,48,,Alliance,Baghdad,,Female,Sadeq Jalab grater instead,2492,female
207,Reconstruction and Development Coali- tion,49,,Alliance,Baghdad,,Male,Hasir N Fouad Hassan Abdel Hadi Al- Energy,2493,Male
207,Reconstruction and Development Coali- tion,50,,Alliance,Baghdad,,Male,Hamad Yasser Mohsen Ghaleb Al-Moussawi,2494,Male
207,Reconstruction and Development Coali- tion,51,,Alliance,Baghdad,,Male,Hassan Ali Sayed Habash Al-Daraji,2495,Male
207,Reconstruction and Development Coali- tion,52,,Alliance,Baghdad,,Female,Venus Saadoun Khalil Waliy Al-Bawi,2496,female
207,Reconstruction and Development Coali- tion,53,,Alliance,Baghdad,,Male,Falah Hassan Yasser N Yousef Al-Moussawi,2497,Male
207,Reconstruction and Development Coali- tion,54,,Alliance,Baghdad,,Male,"Wael Saddam, may God have mercy on him, Azizi Al-Moussawi",2498,Male
207,Reconstruction and Development Coali- tion,55,,Alliance,Baghdad,,Male,Ibrahim Muhammad Abbas Faraj Al-Sumaidaie,2499,Male
207,Reconstruction and Development Coali- tion,57,,Alliance,Baghdad ي,,Female,اسماء عبد ترکیي,2500,female الغیر عباس
207,Reconstruction and Development Coali- tion,58,,Alliance,Baghdad,,Male,Saeed Aboud Ali Suwadi Al-Furaiji,2501,Male
207,Reconstruction and Development Coali- tion,59,,Alliance,Baghdad,,Male,Salman Mohsen Salman Issa Maksousi,2502,Male
207,Reconstruction and Development Coali- tion,60,,Alliance,Baghdad,,Male,Yasser Alaa Black Abdel Karoui,2503,Male
207,Reconstruction and Development Coali- tion,61,,Alliance,Baghdad,,Female,Firdaws Muhammad Salman Muhammad Ali Al-Attar,2504,female
207,Reconstruction and Development Coali- tion,62,,Alliance,Baghdad,,Male,Haider Ali KhalafMajeed Al-Khalifa,2505,Male
207,Reconstruction and Development Coali- tion,63,,Alliance,Baghdad,,Male,Ali Abdul Amir Joji is sad about my mother,2506,Male
207,Reconstruction and Development Coali- tion,64,,Alliance,Baghdad,,Male,Haider Asaad Mahdi Saleh Al-Rajanri,2507,Male
207,Reconstruction and Development Coali- tion,65,,Alliance,Baghdad,,Female,Zainab Qasim Ali Muhammad Al-Mashat,2508,female
207,Reconstruction and Development Coali- tion,66,,Alliance,Baghdad,,Male,Qasim Hasirn Marouh Nasser Al-Hair Ari,2509,Male
207,Reconstruction and Development Coali- tion,67,,Alliance,Baghdad,,Male,Falah Hassan Abdullah Musa,2510,Male
207,Reconstruction and Development Coali- tion,68,,Alliance,Baghdad,,Male,Yaqoub Youssef Maji Ali Al-Bukhari,2511,Male
207,Reconstruction and Development Coali- tion,69,,Alliance,Baghdad,,Female,"Praise be to God, I am very happy",2512,female
207,Reconstruction and Development Coali- tion,70,,Alliance,Baghdad,,Male,Zain Al-Abidin Hashim Abd Hassoun,2513,Male
207,Reconstruction and Development Coali- tion,71,,Alliance,Baghdad,,Male,Diaa Shaghanari Kazim Jial- zaidi,2514,Male
207,Reconstruction and Development Coali- tion,72,,Alliance,Baghdad,,Male,Issam Meksheesh Kadhim Abdel,2515,Male
207,Reconstruction and Development Coali- tion,73,,Alliance,Baghdad,,Female,Thabat Juma Abdul Hassan Al-Miyaji,2516,female
207,Reconstruction and Development Coali- tion,74,,Alliance,Baghdad,,Male,Majed Hasir Hatem Mohsen Al-Kurji,2517,Male
207,Reconstruction and Development Coali- tion,75,,Alliance,Baghdad,,Male,"Ahmed Sajit, stubborn, Hassan Al-Shar, Hani",2518,Male
207,Reconstruction and Development Coali- tion,76,,Alliance,Baghdad,,Male,Ali Anhirabadhina Mohsen Al Saray,2519,Male
207,Reconstruction and Development Coali- tion,77,,Alliance,Baghdad,,Female,Narrated by Hasir Na'ali Rukan al- Jaddadi,2520,female
207,Reconstruction and Development Coali- tion,78,,Alliance,Baghdad,,Male,Shahab Ahmed Sh- afan Y Azm,2521,Male
207,Reconstruction and Development Coali- tion,79,,Alliance,Baghdad,,Male,"Ahmed Salam, I have a cold on the crosser",2522,Male
207,Reconstruction and Development Coali- tion,80,,Alliance,Baghdad,,Male,In the name of Shamran Hasir N Ali Al-Attiyah,2523,Male
207,Reconstruction and Development Coali- tion,81,,Alliance,Baghdad,,Female,Shaima Mohsen Ali Sajit Al-Atwani,2524,female
207,Reconstruction and Development Coali- tion,82,,Alliance,Baghdad,,Male,AmarmzharAbduljalil Abdul Karim Alqargholiyi,2525,Male
207,Reconstruction and Development Coali- tion,83,,Alliance,Baghdad,,Male,Qasim Faraj Saleh Ramli Al-Badri,2526,Male
207,Reconstruction and Development Coali- tion,84,,Alliance,Baghdad,,Male,Ahmed Mekki Ibrahim Hamed Al-Abousi,2527,Male
207,Reconstruction and Development Coali- tion,85,,Alliance,Baghdad,,Female,Investigation by Mahdi Alwan Al-Fadhli,2528,female
207,Reconstruction and Development Coali- tion,86,,Alliance,Baghdad,,Male,Student Rahim Abdul Shatab,2529,Male
207,Reconstruction and Development Coali- tion,87,,Alliance,Baghdad,,Male,Adnan Maji Jassim Hamoud Al-Saadi,2530,Male
207,Reconstruction and Development Coali- tion,88,,Alliance,Baghdad,,Male,Issa Ali Hasir N Shabib Fa- rtosi,2531,Male
207,Reconstruction and Development Coali- tion,89,,Alliance,Baghdad,,Female,Ayat Adham Haseer N Mahmoud Al-Sourmir Y,2532,female
207,Reconstruction and Development Coali- tion,90,,Alliance,Baghdad,,Male,Amer Shnoon Karim Haseer N Al-Saedi,2533,Male
207,Reconstruction and Development Coali- tion,91,,Alliance,Baghdad,,Male,Mohammed Hassan Saeed Amirn Draji,2534,Male
207,Reconstruction and Development Coali- tion,92,,Alliance,Baghdad,,Male,Mustafa Abdul Karim Mazban Tola Al-Rubaie,2535,Male
207,Reconstruction and Development Coali- tion,93,,Alliance,Baghdad,,Female,Planets Najmuddin Abdullah Muhammad al-Jabouri,2536,female
207,Reconstruction and Development Coali- tion,94,,Alliance,Baghdad,,Male,Ali Kazim Hassan Barsh Al-Attiyah,2537,Male
207,Reconstruction and Development Coali- tion,95,,Alliance,Baghdad,,Male,Sadiq Talal Binyan Fayyad Al-Daraji,2538,Male
207,Reconstruction and Development Coali- tion,96,,Alliance,Baghdad,,Male,Adnan Mohsen Thajil Abbas,2539,Male
207,Reconstruction and Development Coali- tion,97,,Alliance,Baghdad,,Female,Marwa Abdel Moneim Hassan Ali Al- Akeili,2540,female
207,Reconstruction and Development Coali- tion,98,,Alliance,Baghdad,,Male,Alaa Haseer N Abdulkadhim Brij Al-Alwan,2541,Male
207,Reconstruction and Development Coali- tion,99,,Alliance,Baghdad,,Male,Maytham Abdulkadhim Jawad Haider,2542,Male
207,Reconstruction and Development Coali- tion,100,,Alliance,Baghdad,,Male,Hakim Shakerflih Jaafar Al-Gharawi,2543,Male
207,Reconstruction and Development Coali- tion,101,,Alliance,Baghdad,,Female,Suad Jabbar Tahir Ali Al-Muqaddadi,2544,female
207,Reconstruction and Development Coali- tion,102,,Alliance,Baghdad,,Male,Jaber Abdul Khaji Hamad,2545,Male
207,Reconstruction and Development Coali- tion,103,,Alliance,Baghdad,,Male,Issa Imran Musa Attia Al-Askari,2546,Male
207,Reconstruction and Development Coali- tion,104,,Alliance,Baghdad,,Male,Haider Kamel Hanoun Kazem Al-Daraji,2547,Male
207,Reconstruction and Development Coali- tion,105,,Alliance,Baghdad,,Female,Shaima Mahmoud Ali Karim Al-Hamir I am,2548,female
207,Reconstruction and Development Coali- tion,106,,Alliance,Baghdad,,Male,Haider Ali Duair Khalaf Hasir N Al- Baydani,2549,Male
207,Reconstruction and Development Coali- tion,107,,Alliance,Baghdad,,Male,Riyadh Younis Jassim and Nini Al- Hamidawi,2550,Male
207,Reconstruction and Development Coali- tion,108,,Alliance,Baghdad,,Male,Khaled Walid Saber Abdel Salam,2551,Male
207,Reconstruction and Development Coali- tion,109,,Alliance,Baghdad,,Female,Raghad Muhand Majeed Hamid,2552,female
207,Reconstruction and Development Coali- tion,110,,Alliance,Baghdad,,Male,Haider Saleh Sholiyi الحنظلىي حنظل,2553,Male
207,Reconstruction and Development Coali- tion,111,,Alliance,Baghdad,,Male,Alaa Hamoudi Jassim Hamoud Al-Jubouri,2554,Male
207,Reconstruction and Development Coali- tion,112,,Alliance,Baghdad,,Male,Hasir N Muhammad Ali Manaf Abdul Hasir N Al-Tahhan,2555,Male
207,Reconstruction and Development Coali- tion,113,,Alliance,Baghdad,,Female,Baraa Muwaffaq Ayesh Mahmoud,2556,female
207,Reconstruction and Development Coali- tion,114,,Alliance,Baghdad,,Male,Haider Salah Khazal Abbas Al-Khayat,2557,Male
207,Reconstruction and Development Coali- tion,115,,Alliance,Baghdad,,Male,Mamoul Abdul Rahman Jameel Dar- wish Al-Nisani,2558,Male
207,Reconstruction and Development Coali- tion,116,,Alliance,Baghdad,,Male,Mohsen Finjan Sultan Al-Aboudi Treatment,2559,Male
207,Reconstruction and Development Coali- tion,117,,Alliance,Baghdad,,Female,Israa Attia Madlul Hamoud Al-Saedi,2560,female
207,Reconstruction and Development Coali- tion,118,,Alliance,Baghdad,,Male,Ali Muhammad Faris Imran Maamouri,2561,Male
207,Reconstruction and Development Coali- tion,119,,Alliance,Baghdad,,Female,"Mayada Awda, Ne'ma Halil Al-Hamidawi",2562,female
207,Reconstruction and Development Coali- tion,120,,Alliance,Baghdad,,Male,Hello Ghazi Karim Abbas,2563,Male
207,Reconstruction and Development Coali- tion,121,,Alliance,Baghdad,,Female,Rasha Awda Lafta Faraj Al-Amiri,2564,female
207,Reconstruction and Development Coali- tion,122,,Alliance,Baghdad,,Male,Naeem Hatwa Ahmed Karam Al-Naji,2565,Male
207,Reconstruction and Development Coali- tion,123,,Alliance,Baghdad,,Male,Khaled Ajil Mufer N Abdul Gharibawi,2566,Male
207,Reconstruction and Development Coali- tion,124,,Alliance,Baghdad,,Male,Balsam Baqer KhalafKaram Allah Al-Saedi,2567,Male
207,Reconstruction and Development Coali- tion,125,,Alliance,Baghdad,,Female,Heba Mohsen Muhammad Alwan Al-Shamousi,2568,female
207,Reconstruction and Development Coali- tion,126,,Alliance,Baghdad,,Male,Anwar Jafar Mohammad Javad Moh- ammad Hasiran,2569,Male
207,Reconstruction and Development Coali- tion,127,,Alliance,Baghdad,,Male,Mu'ayyad Farhan Muhammad Hasiran al-Tamimi,2570,Male
207,Reconstruction and Development Coali- tion,128,,Alliance,Baghdad,,Male,Fahim Mohsen Ali Khalaf,2571,Male
207,Reconstruction and Development Coali- tion,129,,Alliance,Baghdad,,Female,Hind Hatem Ali Jassim Al- Mashhadani,2572,female
207,Reconstruction and Development Coali- tion,130,,Alliance,Baghdad,,Male,Aqil Jiali Hamoud,2573,Male
207,Reconstruction and Development Coali- tion,131,,Alliance,Baghdad,,Male,Mohammed Abdullah Khalil Ib- rahim Radithin Y,2574,Male
207,Reconstruction and Development Coali- tion,132,,Alliance,Baghdad,,Male,Ahmed Rahim Ali Press,2575,Male
207,Reconstruction and Development Coali- tion,133,,Alliance,Baghdad,,Female,Howayda Ismail Ibrahim Khadn Al-Athi,2576,female
207,Reconstruction and Development Coali- tion,134,,Alliance,Baghdad,,Male,Mohammed Abdul-Kazem Abdul-Saeed Al-Akeili,2577,Male
207,Reconstruction and Development Coali- tion,135,,Alliance,Baghdad,,Female,Shaima Ahmed Shukr Ali Al-Janani,2578,female
207,Reconstruction and Development Coali- tion,136,,Alliance,Baghdad,,Male,Hassan Halbous Hamza NaseefAl-Shammari,2579,Male
207,Reconstruction and Development Coali- tion,137,,Alliance,Baghdad,,Male,Thaer Abdelkhaleq Jabbar Lazem Al-Sadawi,2580,Male
207,Reconstruction and Development Coali- tion,138,,Alliance,Baghdad,,Male,Manhal Waad Muhammad Sa- lih Al-Radithan Y,2581,Male
207,Reconstruction and Development Coali- tion,139,,Alliance,Baghdad,,Female,Iman Saddam Subh Abdullah Al-Hallaf,2582,female
209,Rescuers,1,,Party,Baghdad,,Male,محمد توفيق حسيرن علاوي علاوي,2583,Male
209,Rescuers,2,,Party,Baghdad,,Male,Mustafa Salman Jassim Mohammed Al- Jabouri,2584,Male
209,Rescuers,3,,Party,Baghdad,,Male,Amer Khalil Mohammed Jassim Al-Qaisi,2585,Male
209,Rescuers,4,,Party,Baghdad,,Female,Enfal Ezz El-Din Matar Abdel Karim Al-Khatib,2586,female
209,Rescuers,5,,Party,Baghdad,,Male,"The singer Abdul Latif Muhammad, the singer of the beloved",2587,Male
209,Rescuers,6,,Party,Baghdad,,Male,Karim Qasim Ali Muhammad al-Tamimi,2588,Male
209,Rescuers,7,,Party,Baghdad,,Male,Ali Karim Khadir Abbas Al-Gharawi,2589,Male
209,Rescuers,8,,Party,Baghdad,,Female,Aida Amir Alwan Haseer N Al- Marsoumi,2590,female
209,Rescuers,9,,Party,Baghdad,,Male,Falah Abdul Hassan Muhan Kh- afn Y Al-Maliki,2591,Male
209,Rescuers,10,,Party,Baghdad,,Male,Abbas Fadel Rasn Hafez Al-Tamimi,2592,Male
209,Rescuers,11,,Party,Baghdad,,Male,Mustafa Muhammad Waid Mahna Al-Ghariri,2593,Male
209,Rescuers,12,,Party,Baghdad,,Female,Wafaa Abdul-Jabbar Hassan Mahdi Al-Samarani,2594,female
209,Rescuers,13,,Party,Baghdad,,Male,Mohammed Abdul Amir Farhan Kazim Al-Muhyawi,2595,Male
209,Rescuers,14,,Party,Baghdad,,Male,عادل معلك خضير جي الرماجي,2596,Male
209,Rescuers,15,,Party,Baghdad,,Male,Ali Karim Faleh is a customer,2597,Male
209,Rescuers,16,,Party,Baghdad,,Female,Yasmine Mohamed Ali Majeed Hassrin Alawi,2598,female
209,Rescuers,17,,Party,Baghdad,,Male,Hamed Basharjok Annan,2599,Male
209,Rescuers,18,,Party,Baghdad,,Male,Atheer Hassan Mohsen Mahmoud Al-Moussawi,2600,Male
209,Rescuers,19,,Party,Baghdad,,Male,Including Mohsen Hadi Ali Mubarakeh,2601,Male
209,Rescuers,20,,Party,Baghdad,,Female,Hamsa Muhammad Ghaib Hadi Al-Khatib,2602,female
212,The National Tribal Current in Iraq,1,,Party,Baghdad,,Male,Saadi An'im Thajil Abbas Al-Ka'thi,2603,Male
212,The National Tribal Current in Iraq,2,,Party,Baghdad,,Female,Sanaa Saleh Abdul Ali Farhan Al-Ramah,2604,female
212,The National Tribal Current in Iraq,4,,Party,Baghdad,,Female,In'am Kareem Muslih Mohammed Al-Abidi,2605,female
212,The National Tribal Current in Iraq,5,,Party,Baghdad,,Male,Abdulhadi Abdulmonem Hassan Salem Al-Zalmiyi,2606,Male
212,The National Tribal Current in Iraq,6,,Party,Baghdad,,Male,Karar Star Abdul Abdul Haseer N Al- Zarfat,2607,Male
212,The National Tribal Current in Iraq,8,,Party,Baghdad,,Female,Hoda Mohammed Dawood Hasir N Al-Yasari,2608,female
212,The National Tribal Current in Iraq,9,,Party,Baghdad,,Male,Mahmoud Ismail Yasser N Hamadi Al-Jabouri,2609,Male
212,The National Tribal Current in Iraq,10,,Party,Baghdad,,Male,Mohammed Harzadi Faraj Al-Husaythan Y,2610,Male
212,The National Tribal Current in Iraq,16,,Party,Baghdad,,Male,Samir Shalal Farhan Abdullah Al-Lahithi,2611,Male
212,The National Tribal Current in Iraq,22,,Party,Baghdad,,Male,Wassam Karim Salmankam Al-Tamimi,2612,Male
213,Al-Fawzakho gathering,2,,Party,Baghdad,,Male,"Abdul Zahra, the owner of Ali Ali Al-Karimawi",2613,Male
213,Al-Fawzakho gathering,4,,Party,Baghdad,,Female,India Ahmed Ali Ashour al-Janani,2614,female
213,Al-Fawzakho gathering,5,,Party,Baghdad,,Female,Ekram Abdulaziz Abdulwahab Sabthri Al Aqil,2615,female
213,Al-Fawzakho gathering,6,,Party,Baghdad,,Male,Alaa Kazim Bazm Ali Al-Khafaji,2616,Male
