رقم الاقتراع الحزب,الحزب,رقم الاقتراع للمرشح,ا نوع الترشيح,الدائرة الانتخابية,الجنس,إسم المرشح الكامل,الرقم
252,تحالف تصميم,39,تحالف,البضة,ذكر,اسعد محمد فرعون بدن العطيش,801
252,تحالف تصميم,40,تحالف,البضة,ذكر,سعدون حامد عبدالله عيسى الماجد,802
252,تحالف تصميم,41,تحالف,البضة,انثى,ميثاق هليوي عجلان سلمان,803
252,تحالف تصميم,42,تحالف,البضة,ذكر,ميثم عامرمحمد جبارالعامر,804
252,تحالف تصميم,43,تحالف,البضة,ذكر,هشام عبدعلىي عبدالحسن محمد المطوري,805
252,تحالف تصميم,44,تحالف,البضة,انثى,مواهب سامي شياع حسب المويل,806
252,تحالف تصميم,45,تحالف,البضة,ذكر,حيدرفهمیي حاتم عيسى العيدانني,807
252,تحالف تصميم,46,تحالف,البضة,ذكر,احمد اياد سهيل نجم,808
252,تحالف تصميم,47,تحالف,البضة,انثى,سرورعبدالحسيرن نضسلمان الحجاج,809
252,تحالف تصميم,48,تحالف,البضة,ذكر,محمد عبدالخالق ابراهيم مالك فرج الله,810
252,تحالف تصميم,49,تحالف,البضة,انثى,غفران قاسم مجوت ياسيرن المالكي,811
252,تحالف تصميم,50,تحالف,البضة,ذكر,عامرحسيرن جاسم علىي الفائز,812
257,ائتلاف دولة القانون,1,تحالف,البضة,ذكر,حيان عبدالغثني عبدالزهرة هزاع السواد,813
257,ائتلاف دولة القانون,2,تحالف,البضة,ذكر,عامرحسان حاشوش علىي الحمودي,814
257,ائتلاف دولة القانون,3,تحالف,البضة,ذكر,زياد علىي فاضل هواش الرزي.ج,815
257,ائتلاف دولة القانون,4,تحالف,البضة,ذكر,فالح حسن جاسم مطلك الحريشاوي,816
257,ائتلاف دولة القانون,5,تحالف,البضة,ذكر,اسعد محمد محمدعلىي محمدحسن الحموزي,817
257,ائتلاف دولة القانون,6,تحالف,البضة,انثى,عواطف نعمه ناهي صخيردريسات,818
257,ائتلاف دولة القانون,7,تحالف,البضة,ذكر,.حسام يعقوب عبدالله شلش المفرجي,819
257,ائتلاف دولة القانون,8,تحالف,البضة,انثى,رحاب نعمة مكطوف خشجوري المياجي,820
257,ائتلاف دولة القانون,9,تحالف,البضة,ذكر,هادي حسيرن قاسم محمد الحسن,821
257,ائتلاف دولة القانون,10,تحالف,البضة,ذكر,صفاء صالح مهدي عبدالخضنالسيامر,822
257,ائتلاف دولة القانون,11,تحالف,البضة,ذكر,إيدام صرايفني. علىي سرريف جي,823
257,ائتلاف دولة القانون,12,تحالف,البضة,انثى,ايمانكريم جاسم عبدالحسن المالكي,824
257,ائتلاف دولة القانون,13,تحالف,البضة,انثى,.هوازن عبود هاشم لفته الجي,825
257,ائتلاف دولة القانون,14,تحالف,البضة,ذكر,عبدالهادي محمد جاسم سلطان الحسانني,826
257,ائتلاف دولة القانون,15,تحالف,البضة,ذكر,عدنان جابر عودة ناصرالديراوي,827
257,ائتلاف دولة القانون,16,تحالف,البضة,ذكر,مهدي فيصل بليش علىي السبهان,828
257,ائتلاف دولة القانون,17,تحالف,البضة,ذكر,هانني سوادي كرم عباس نور,829
257,ائتلاف دولة القانون,18,تحالف,البضة,انثى,رنا جبارمزعل جابرالسعدي,830
257,ائتلاف دولة القانون,19,تحالف,البضة,ذكر,العطوان. نبيل شواي شياع جي,831
257,ائتلاف دولة القانون,20,تحالف,البضة,انثى,رشا عبدالامير رمضان ضمد البوسليمیي,832
257,ائتلاف دولة القانون,21,تحالف,البضة,ذكر,امجد طالب مزعل علىي الصيمري,833
257,ائتلاف دولة القانون,22,تحالف,البضة,ذكر,حميد عبدالرزاق حمادي سلمان الغانم,834
257,ائتلاف دولة القانون,23,تحالف,البضة,ذكر,ثامرجمعة ثامرشلش الحمودي,835
257,ائتلاف دولة القانون,24,تحالف,البضة,انثى,هند حسيرن اسود شبيب الازهيواوي,836
257,ائتلاف دولة القانون,25,تحالف,البضة,انثى,نوار سعد عبدالصاحب محمد مال الله,837
257,ائتلاف دولة القانون,26,تحالف,البضة,ذكر,علىي حسن مفيرن مونس الصالجي,838
257,ائتلاف دولة القانون,27,تحالف,البضة,ذكر,وليد حسيرن علىي حسيرن التميمیي,839
257,ائتلاف دولة القانون,28,تحالف,البضة,انثى,ازهارحميد محسن فرج البطاط,840
257,ائتلاف دولة القانون,29,تحالف,البضة,انثى,زينبكرملىي زغيرعبيد,841
257,ائتلاف دولة القانون,30,تحالف,البضة,ذكر,بسام قيس عبدالجباراحمد المطوري,842
257,ائتلاف دولة القانون,31,تحالف,البضة,ذكر,سفيح الشويلىي. سيف علىي جي,843
257,ائتلاف دولة القانون,32,تحالف,البضة,ذكر,ابراهيم محمد قاسم محمد السكيثني,844
257,ائتلاف دولة القانون,33,تحالف,البضة,ذكر,.علىي حسيرن محسن علىي الينونني,845
257,ائتلاف دولة القانون,34,تحالف,البضة,ذكر,قاسم محمد عبدعلىي مطرالحسيثني,846
257,ائتلاف دولة القانون,35,تحالف,البضة,ذكر,خالد عبدالكاظم عبدالحسيرن عجيل ال محسن,847
257,ائتلاف دولة القانون,36,تحالف,البضة,ذكر,كاطع السكيثني. احمد صلاح العيثي,848
257,ائتلاف دولة القانون,37,تحالف,البضة,ذكر,علىي مهدي حسيرن شهاب الفضيلىي,849
257,ائتلاف دولة القانون,38,تحالف,البضة,ذكر,طه طالب عبود جعفرالقطرانني,850
257,ائتلاف دولة القانون,40,تحالف,البضة,انثى,ابتسام لطيف عبدالله خضير الياقوت,851
257,ائتلاف دولة القانون,41,تحالف,البضة,ذكر,زاهرمحمدجواد عباس رمانىي القريسىري,852
257,ائتلاف دولة القانون,42,تحالف,البضة,ذكر,ايوب سلمان شهاب احمد الجبيلىي,853
257,ائتلاف دولة القانون,43,تحالف,البضة,انثى,زينب ابراهيم نعيم عبد الكطرانني,854
257,ائتلاف دولة القانون,44,تحالف,البضة,ذكر,عباسكاظم علىي طعيمة الصالجي,855
257,ائتلاف دولة القانون,46,تحالف,البضة,ذكر,محمد بضي عبدالله جدي المالكي,856
257,ائتلاف دولة القانون,47,تحالف,البضة,ذكر,عبدالحسيرن علىي حاجم عليج السكيثني,857
257,ائتلاف دولة القانون,48,تحالف,البضة,ذكر,عماد عباس سالم عبود الساعدي,858
257,ائتلاف دولة القانون,49,تحالف,البضة,انثى,حنان حسن حمزة حسيرن العيدانني,859
257,ائتلاف دولة القانون,50,تحالف,البضة,ذكر,احمد جبارطعيمة لفته المالكي,860
259,تحالف العمق الوطثني,1,تحالف,البضة,ذكر,احمد حميد محمدتفري علىي السهلانني,861
259,تحالف العمق الوطثني,2,تحالف,البضة,ذكر,عماد عبدالحسيرن علىي ناصرالعباس,862
259,تحالف العمق الوطثني,3,تحالف,البضة,ذكر,هشام حسن بدركنعان العطثي,863
259,تحالف العمق الوطثني,4,تحالف,البضة,انثى,عبدالحسن جلهم الهاشم. احلام صيي,864
259,تحالف العمق الوطثني,5,تحالف,البضة,ذكر,عدنان عبدالقادرناصرحسن الحسن,865
259,تحالف العمق الوطثني,6,تحالف,البضة,ذكر,.ضياء رعد قاسم فالح الجويياوي,866
259,تحالف العمق الوطثني,7,تحالف,البضة,ذكر,احمد خلف حسيرن سلمان السلمان,867
259,تحالف العمق الوطثني,8,تحالف,البضة,انثى,سميره علىي سلمان علىي تاك,868
259,تحالف العمق الوطثني,9,تحالف,البضة,ذكر,كريم غانم جياد سعد المنصوري,869
259,تحالف العمق الوطثني,10,تحالف,البضة,ذكر,عماد محمدجعفرعباس جمشيرالعباس,870
259,تحالف العمق الوطثني,11,تحالف,البضة,ذكر,قحطان فالح فزع عذاب عذاب,871
259,تحالف العمق الوطثني,12,تحالف,البضة,ذكر,محمد الصيوان. نسيم جيك عذني,872
259,تحالف العمق الوطثني,13,تحالف,البضة,ذكر,سرمد لؤي جمعه عبادي الحجاج,873
259,تحالف العمق الوطثني,14,تحالف,البضة,انثى,سهام محسن صلال حمادي الزبيدي,874
259,تحالف العمق الوطثني,15,تحالف,البضة,ذكر,علىي يعرب محمدصادق اسماعيل ال نجم,875
259,تحالف العمق الوطثني,16,تحالف,البضة,انثى,ندى صادق جعفرمكي الابراهيمیي,876
259,تحالف العمق الوطثني,17,تحالف,البضة,ذكر,علىي مزعل خلف راصني المحمداوي,877
259,تحالف العمق الوطثني,18,تحالف,البضة,انثى,بدور سعد قاسم محمد العبدالله,878
259,تحالف العمق الوطثني,20,تحالف,البضة,انثى,سميه عادل داخل عيسى ال محيسن,879
259,تحالف العمق الوطثني,21,تحالف,البضة,ذكر,يعقوب عبدالنثي يعقوب جاسم الاميرن,880
259,تحالف العمق الوطثني,22,تحالف,البضة,ذكر,ليث محمد عاجل شلتاغ الاسدي,881
259,تحالف العمق الوطثني,23,تحالف,البضة,ذكر,حازم كاظم محمد عليوي البهادلیي,882
259,تحالف العمق الوطثني,24,تحالف,البضة,انثى,الجزائري. اطياف باسم جودة لعيثي,883
259,تحالف العمق الوطثني,25,تحالف,البضة,ذكر,علىي يوسف نجم عبدالله اليننال,884
259,تحالف العمق الوطثني,26,تحالف,البضة,ذكر,نعمه عبدعلىي مرزوك جياد المياجي,885
259,تحالف العمق الوطثني,28,تحالف,البضة,انثى,زينب عبدالرحيم سالم سالم الزهيري,886
259,تحالف العمق الوطثني,29,تحالف,البضة,ذكر,مازن عبدالمنعم جبار فليح المالكي,887
259,تحالف العمق الوطثني,30,تحالف,البضة,ذكر,جواد محسن سالم محمد الباهلىي,888
259,تحالف العمق الوطثني,32,تحالف,البضة,انثى,سمية هاشم جاسم صالح البغدادي,889
259,تحالف العمق الوطثني,33,تحالف,البضة,انثى,مثن عبدالحميد راصني علىي المالكي,890
259,تحالف العمق الوطثني,34,تحالف,البضة,انثى,حجيل الموس. هنادي عادل لعيثي,891
259,تحالف العمق الوطثني,36,تحالف,البضة,انثى,صبيحه ياسرحسن عويد الشويلىي,892
271,تحالف خدمات,1,تحالف,البضة,ذكر,علىي عبدالستارسلمان عشوان المشكور,893
271,تحالف خدمات,2,تحالف,البضة,ذكر,علىي جاسب فاخرحاتم الصكر,894
271,تحالف خدمات,3,تحالف,البضة,ذكر,احمد عبدالرزاق ديوان سلمان الزاملىي,895
271,تحالف خدمات,4,تحالف,البضة,انثى,فاطمة عباس فاضل والیي البوفياض,896
271,تحالف خدمات,5,تحالف,البضة,ذكر,عبدالله احمد عباس احمد الديراوي,897
271,تحالف خدمات,6,تحالف,البضة,ذكر,صافني عبد نمرصجني العكله,898
271,تحالف خدمات,7,تحالف,البضة,ذكر,اسماعيل غازي عوده زويرالسعدي,899
271,تحالف خدمات,8,تحالف,البضة,ذكر,صباح فهد ازغير عويد العويد,900
271,تحالف خدمات,9,تحالف,البضة,انثى,اخلاص خضيرخليفه عبدالله الوحيلىي,901
271,تحالف خدمات,10,تحالف,البضة,ذكر,جمعة مبارك عزيزناصرال عصيده,902
271,تحالف خدمات,11,تحالف,البضة,ذكر,حازم رشيد عجيمیي روضان الروضان,903
271,تحالف خدمات,12,تحالف,البضة,انثى,.صدى عباس عمران موس الخفاجي,904
271,تحالف خدمات,13,تحالف,البضة,ذكر,يوسف صلاح الدين يوسف علىي العبيدي,905
271,تحالف خدمات,14,تحالف,البضة,ذكر,وميض جودت شاكرمحمود السحاق,906
271,تحالف خدمات,15,تحالف,البضة,انثى,فاطمة حسيرن علىي محمد الجندي,907
271,تحالف خدمات,16,تحالف,البضة,انثى,سهيلة عبدالعزيز عبدالله عبدالرزاق المرابجي,908
271,تحالف خدمات,17,تحالف,البضة,ذكر,حيدرحسن علىي حسون زکیي,909
271,تحالف خدمات,18,تحالف,البضة,انثى,.بثينة حمزة عباس عليخ الخفاجي,910
271,تحالف خدمات,19,تحالف,البضة,ذكر,صفاء عبدالخضنعبدالواحد حسيرن المسلم,911
271,تحالف خدمات,20,تحالف,البضة,ذكر,هشام خميس علىي جعفرجعفر,912
271,تحالف خدمات,21,تحالف,البضة,ذكر,حيدرجعفردعبول علىي الناصر,913
271,تحالف خدمات,22,تحالف,البضة,انثى,سارة علاء مهدي مظلوم التميمیي,914
271,تحالف خدمات,23,تحالف,البضة,ذكر,عماد عبدالكاظم راصني يونس البضي,915
271,تحالف خدمات,25,تحالف,البضة,ذكر,حسن علىي جعومحمد الموسوي,916
271,تحالف خدمات,26,تحالف,البضة,ذكر,وليد بريدي عبيد عطيه المياجي,917
271,تحالف خدمات,28,تحالف,البضة,ذكر,عباس محمود خضيرمحمود الجوهر,918
271,تحالف خدمات,29,تحالف,البضة,ذكر,عقيل ناصرعبود حسان,919
271,تحالف خدمات,30,تحالف,البضة,ذكر,صفاء كاظم محمد غيى,920
271,تحالف خدمات,31,تحالف,البضة,ذكر,اكرم ساجت مجيد عبدالعبود الناصري,921
271,تحالف خدمات,32,تحالف,البضة,ذكر,رسول جاسب دليم محمد البندر,922
271,تحالف خدمات,33,تحالف,البضة,ذكر,علىي حسيرن رشك عطيه الجعاري,923
271,تحالف خدمات,34,تحالف,البضة,ذكر,زين العابدين احسان محمد علىي محمد الديري,924
271,تحالف خدمات,35,تحالف,البضة,ذكر,سالمكاظم علىي محمد الحجامي,925
271,تحالف خدمات,36,تحالف,البضة,ذكر,ليث عماد عبدالستارسلمان المشكور,926
271,تحالف خدمات,37,تحالف,البضة,ذكر,احمد جاسمكطافه جسام المالكي,927
271,تحالف خدمات,38,تحالف,البضة,انثى,صفا عباس ناصرحسيرن الكمالیي,928
271,تحالف خدمات,39,تحالف,البضة,انثى,مروة عبدالواحد راصني صنيخ البو سليمیي,929
271,تحالف خدمات,40,تحالف,البضة,انثى,خولة حسيرن سالم داود المياجي,930
271,تحالف خدمات,41,تحالف,البضة,انثى,فردوس طاهرعبيد مطلك الكناص,931
271,تحالف خدمات,42,تحالف,البضة,ذكر,زهراء محمود خضيرمحمود الجوهر,932
271,تحالف خدمات,43,تحالف,البضة,ذكر,عماد فاضل فدعم يعقوب الزيدي,933
208,كاوه لطيف علىي,1,فرد,السليمانية,ذكر,كاوه لطيف علىي داود الزنكنه,934
216,الحزب الاشيراكي الديمقراطي الكوردستانني,1,حزب,السليمانية,ذكر,فرهاد توفيق حسن محمد,935
216,الحزب الاشيراكي الديمقراطي الكوردستانني,2,حزب,السليمانية,ذكر,دانا محمد حسيرن عول,936
216,الحزب الاشيراكي الديمقراطي الكوردستانني,3,حزب,السليمانية,انثى,ده فه ر هيوا رؤوف خلیفە,937
216,الحزب الاشيراكي الديمقراطي الكوردستانني,4,حزب,السليمانية,ذكر,سركوت محمد محمداميرن سرريف,938
222,یەکێتی نیشتمانی کوردستان,1,حزب,السليمانية,ذكر,ريكوت حمةرشيدكريم محمد,939
222,یەکێتی نیشتمانی کوردستان,2,حزب,السليمانية,ذكر,ئاوات محمد غفورمعروف,940
222,یەکێتی نیشتمانی کوردستان,3,حزب,السليمانية,ذكر,بةرزان محمدعلىي فرج حسيرن,941
222,یەکێتی نیشتمانی کوردستان,4,حزب,السليمانية,انثى,نهله محمد سعيد محمد بیبانن,942
222,یەکێتی نیشتمانی کوردستان,5,حزب,السليمانية,ذكر,هيرش رسول مراد حمەسور,943
222,یەکێتی نیشتمانی کوردستان,6,حزب,السليمانية,ذكر,غريب احمد مصطفن اميرن,944
222,یەکێتی نیشتمانی کوردستان,7,حزب,السليمانية,ذكر,سه رتيب علىي محمد مرادویس,945
222,یەکێتی نیشتمانی کوردستان,8,حزب,السليمانية,انثى,شه يدا هادي كريم محمود,946
222,یەکێتی نیشتمانی کوردستان,9,حزب,السليمانية,ذكر,ارى معروف حسيرن محمد,947
222,یەکێتی نیشتمانی کوردستان,10,حزب,السليمانية,ذكر,كاژين ئاسوعمرمحمد,948
222,یەکێتی نیشتمانی کوردستان,11,حزب,السليمانية,ذكر,چالاك قادر اسماعيل قادر,949
222,یەکێتی نیشتمانی کوردستان,12,حزب,السليمانية,انثى,نه رميرن معروف غفورمحمداميرن,950
222,یەکێتی نیشتمانی کوردستان,13,حزب,السليمانية,ذكر,عطا عبدالله صالح حمەاميرن,951
222,یەکێتی نیشتمانی کوردستان,14,حزب,السليمانية,ذكر,بيستون عبدالرحمن حمه احمد,952
222,یەکێتی نیشتمانی کوردستان,15,حزب,السليمانية,ذكر,ئاسوس علىي احمد عبدالله,953
222,یەکێتی نیشتمانی کوردستان,16,حزب,السليمانية,انثى,.مهاباد محمداميرن عبدالله احمد برزنج,954
222,یەکێتی نیشتمانی کوردستان,17,حزب,السليمانية,ذكر,صالح عثمان خضنعثمان,955
222,یەکێتی نیشتمانی کوردستان,18,حزب,السليمانية,ذكر,سرريف رحيم محمداميرن سلیمان زنکنە,956
222,یەکێتی نیشتمانی کوردستان,19,حزب,السليمانية,ذكر,هەڵۆمحمود مارف محمد,957
222,یەکێتی نیشتمانی کوردستان,20,حزب,السليمانية,انثى,ليلىكريم حمادي بکر,958
222,یەکێتی نیشتمانی کوردستان,21,حزب,السليمانية,ذكر,سردارففري محمد غیدان قادر,959
222,یەکێتی نیشتمانی کوردستان,22,حزب,السليمانية,ذكر,اراس عابد اكرم عثمان,960
222,یەکێتی نیشتمانی کوردستان,23,حزب,السليمانية,ذكر,جوتيارمحمود عزيزعبدالله,961
222,یەکێتی نیشتمانی کوردستان,24,حزب,السليمانية,انثى,سروشت جناب محمدرمزى معروف,962
222,یەکێتی نیشتمانی کوردستان,25,حزب,السليمانية,انثى,ره ز سيروان بهجت عونني,963
222,یەکێتی نیشتمانی کوردستان,26,حزب,السليمانية,ذكر,برياررشيد سرريف محمد,964
222,یەکێتی نیشتمانی کوردستان,27,حزب,السليمانية,ذكر,بختيارجميل محمدرشيد عبدالمحمد,965
222,یەکێتی نیشتمانی کوردستان,28,حزب,السليمانية,انثى,وفاء عثمان احمد اسماعیل,966
222,یەکێتی نیشتمانی کوردستان,29,حزب,السليمانية,ذكر,اكرم صالح غفورصالح باشك,967
222,یەکێتی نیشتمانی کوردستان,30,حزب,السليمانية,ذكر,شاسواراميرن جلال سعيد,968
222,یەکێتی نیشتمانی کوردستان,31,حزب,السليمانية,ذكر,"ا
پۆڵ معروف علىي مجید",969
222,یەکێتی نیشتمانی کوردستان,32,حزب,السليمانية,انثى,سروه محمد رشيد ميران زنکنە,970
222,یەکێتی نیشتمانی کوردستان,33,حزب,السليمانية,ذكر,عثمان رسول موس حوێز,971
222,یەکێتی نیشتمانی کوردستان,34,حزب,السليمانية,ذكر,ئاوديرعزيزحسن عزیز,972
222,یەکێتی نیشتمانی کوردستان,35,حزب,السليمانية,ذكر,راميارحيدرسعيد رشید,973
222,یەکێتی نیشتمانی کوردستان,36,حزب,السليمانية,انثى,روژكاراحمد محمود حسيرن,974
225,ه/ ره و نر هه ڵوێسثر نيشتمانن/ قف الوطثني,1,حزب,السليمانية,ذكر,غالب محمدعلىي شكرحسيرن السورميري,975
225,ه/ ره و نر هه ڵوێسثر نيشتمانن/ قف الوطثني,2,حزب,السليمانية,ذكر,ريبواركريم محمود حسيرن,976
225,ه/ ره و نر هه ڵوێسثر نيشتمانن/ قف الوطثني,3,حزب,السليمانية,ذكر,ياسيرن رسول عثمان عارف,977
225,ه/ ره و نر هه ڵوێسثر نيشتمانن/ قف الوطثني,4,حزب,السليمانية,انثى,به رزى أزمرصالح حميد,978
225,ه/ ره و نر هه ڵوێسثر نيشتمانن/ قف الوطثني,5,حزب,السليمانية,ذكر,سامان على صالح عزيز,979
225,ه/ ره و نر هه ڵوێسثر نيشتمانن/ قف الوطثني,6,حزب,السليمانية,ذكر,بيستون محمدصالح مصطفن حمةصالح هورامي,980
225,ه/ ره و نر هه ڵوێسثر نيشتمانن/ قف الوطثني,7,حزب,السليمانية,ذكر,عبدالرحمن محمد عبدالرحمن حمةعلىي,981
225,ه/ ره و نر هه ڵوێسثر نيشتمانن/ قف الوطثني,8,حزب,السليمانية,انثى,شهلا علىي محمد عارف,982
225,ه/ ره و نر هه ڵوێسثر نيشتمانن/ قف الوطثني,9,حزب,السليمانية,ذكر,دلشاد احمد حسيرن حسن,983
225,ه/ ره و نر هه ڵوێسثر نيشتمانن/ قف الوطثني,10,حزب,السليمانية,ذكر,عمركريم احمد عثمان روغزادي,984
225,ه/ ره و نر هه ڵوێسثر نيشتمانن/ قف الوطثني,11,حزب,السليمانية,ذكر,ريبازعبدالله محمد محمد اميرن,985
225,ه/ ره و نر هه ڵوێسثر نيشتمانن/ قف الوطثني,12,حزب,السليمانية,انثى,نورفريق نوري محمد,986
225,ه/ ره و نر هه ڵوێسثر نيشتمانن/ قف الوطثني,13,حزب,السليمانية,ذكر,سه ربه ست عباس رشيد قادر,987
225,ه/ ره و نر هه ڵوێسثر نيشتمانن/ قف الوطثني,14,حزب,السليمانية,ذكر,محمد اميرن علىي عثمان,988
225,ه/ ره و نر هه ڵوێسثر نيشتمانن/ قف الوطثني,16,حزب,السليمانية,انثى,منيره عبدالله محمد سعيد,989
225,ه/ ره و نر هه ڵوێسثر نيشتمانن/ قف الوطثني,18,حزب,السليمانية,ذكر,نجم الدين عزيزاميرن احمد,990
226,دکتۆردڵشاد محمد,1,فرد,السليمانية,ذكر,دلشاد محمد عبدالرحمن قادرعبدالرحمن,991
253,پارێزهر ئاكام عبدالله توفيق,1,فرد,السليمانية,ذكر,ئاكام عبدالله توفيق خضن,992
261,بەرهی گەلەکەمان/ جبهة شعبنا,1,حزب,السليمانية,ذكر,برهان رشيد حسن محمود,993
261,بەرهی گەلەکەمان/ جبهة شعبنا,2,حزب,السليمانية,ذكر,زانا عبدالرحمن عبدالله قادر,994
261,بەرهی گەلەکەمان/ جبهة شعبنا,3,حزب,السليمانية,انثى,شيماء علىي جواد عزیز,995
261,بەرهی گەلەکەمان/ جبهة شعبنا,4,حزب,السليمانية,ذكر,ادريسكريم محمد على,996
261,بەرهی گەلەکەمان/ جبهة شعبنا,5,حزب,السليمانية,ذكر,ازاد حمد برايم ابوبکر,997
261,بەرهی گەلەکەمان/ جبهة شعبنا,6,حزب,السليمانية,انثى,له نيا جلال محمود احمد,998
261,بەرهی گەلەکەمان/ جبهة شعبنا,7,حزب,السليمانية,انثى,دلسوزشفيق خلف جرجیس زنگنە,999
261,بەرهی گەلەکەمان/ جبهة شعبنا,8,حزب,السليمانية,انثى,افيرن حسيرن علىي شحاو,1000
261,بەرهی گەلەکەمان/ جبهة شعبنا,9,حزب,السليمانية,ذكر,جمعه حسن فارسکریم,1001
261,بەرهی گەلەکەمان/ جبهة شعبنا,10,حزب,السليمانية,ذكر,ديارمحمدرفيق عمروهث چبب,1002
261,بەرهی گەلەکەمان/ جبهة شعبنا,11,حزب,السليمانية,ذكر,عبدالله حمه سعيد احمد عارف,1003
268,الجبهة اليركمانية العراقية,1,حزب,السليمانية,انثى,برسن جهاد محمد علىي غثني البيانري,1004
268,الجبهة اليركمانية العراقية,2,حزب,السليمانية,ذكر,اردلان طارق رشيد ولیي القصاب,1005
268,الجبهة اليركمانية العراقية,3,حزب,السليمانية,ذكر,محمد سردارخورشيد شوكت,1006
268,الجبهة اليركمانية العراقية,4,حزب,السليمانية,ذكر,عبدالله جودت حسيرن ابراهيم ده ده,1007
273,هاوار مستەفا خان,1,فرد,السليمانية,ذكر,هاوارمصطفن عباس عبدالله,1008
275,پارتی دیمۆکراتی کوردستان,1,حزب,السليمانية,انثى,اشواق نجم الدين عباس محمد الجاف,1009
275,پارتی دیمۆکراتی کوردستان,2,حزب,السليمانية,ذكر,ئاريان عبدالرحمن اسماعيل بيروت,1010
275,پارتی دیمۆکراتی کوردستان,3,حزب,السليمانية,ذكر,ئاسوحسن احمد صالح ئاسۆی شێخ حەسەن,1011
275,پارتی دیمۆکراتی کوردستان,4,حزب,السليمانية,ذكر,اكوعلىي احمد عزيزجمجمالیي,1012
275,پارتی دیمۆکراتی کوردستان,5,حزب,السليمانية,انثى,به نازعثمان احمد سليمان,1013
275,پارتی دیمۆکراتی کوردستان,6,حزب,السليمانية,ذكر,ابوبكرعبدالله محمدغريب شاه محمد غريب,1014
275,پارتی دیمۆکراتی کوردستان,7,حزب,السليمانية,ذكر,احمد محمد اميرن مصطفن سورداسر,1015
275,پارتی دیمۆکراتی کوردستان,8,حزب,السليمانية,ذكر,اميرمصطفنكريم فتاح الجاف,1016
275,پارتی دیمۆکراتی کوردستان,9,حزب,السليمانية,انثى,تافكه عمررشيد عبداللة عوزيري,1017
275,پارتی دیمۆکراتی کوردستان,10,حزب,السليمانية,ذكر,انورسعيد فتح الله مصطفن,1018
275,پارتی دیمۆکراتی کوردستان,11,حزب,السليمانية,ذكر,بختيارهجران محمد مجيد الداودي,1019
275,پارتی دیمۆکراتی کوردستان,12,حزب,السليمانية,ذكر,بهمن احمد محمد عباس آغا,1020
275,پارتی دیمۆکراتی کوردستان,13,حزب,السليمانية,انثى,ته رزه محمد حسيرن مجيد,1021
275,پارتی دیمۆکراتی کوردستان,14,حزب,السليمانية,ذكر,حسن محمود عزيزقادرقامیسىر,1022
275,پارتی دیمۆکراتی کوردستان,15,حزب,السليمانية,ذكر,خالد حمه ازدين عزيزمەلا خالید,1023
275,پارتی دیمۆکراتی کوردستان,16,حزب,السليمانية,ذكر,رزكارحمه رحيم فتح الله پێنجوێثن,1024
275,پارتی دیمۆکراتی کوردستان,17,حزب,السليمانية,انثى,زيان جلال محمود رسول الصفر,1025
275,پارتی دیمۆکراتی کوردستان,18,حزب,السليمانية,ذكر,سرداركاكه اميرن عزيزمصطفن ئاکۆ,1026
275,پارتی دیمۆکراتی کوردستان,19,حزب,السليمانية,ذكر,سردةشت محمد عبدالكريم محمد جاف,1027
275,پارتی دیمۆکراتی کوردستان,20,حزب,السليمانية,ذكر,سميرغريب مصطفن خضن,1028
275,پارتی دیمۆکراتی کوردستان,21,حزب,السليمانية,انثى,شنة نجم الدين مصطفن احمد شابان,1029
275,پارتی دیمۆکراتی کوردستان,22,حزب,السليمانية,ذكر,سيروان حمةسرريف احمد فتاح,1030
275,پارتی دیمۆکراتی کوردستان,23,حزب,السليمانية,ذكر,شوان محمد روستم عبدالله شوانکلاری,1031
275,پارتی دیمۆکراتی کوردستان,24,حزب,السليمانية,ذكر,عبدالله حسيرن احمد رسول,1032
275,پارتی دیمۆکراتی کوردستان,25,حزب,السليمانية,انثى,شيلان محمد ابراهيم علىي زهنگەنە,1033
275,پارتی دیمۆکراتی کوردستان,26,حزب,السليمانية,ذكر,علىي فؤاد رشيد عزيز,1034
275,پارتی دیمۆکراتی کوردستان,27,حزب,السليمانية,ذكر,فاروق محمدسعيد درويش قادرحاکم فاروق,1035
275,پارتی دیمۆکراتی کوردستان,28,حزب,السليمانية,ذكر,فريدون عباس بايزصمد,1036
275,پارتی دیمۆکراتی کوردستان,29,حزب,السليمانية,انثى,مينا سامي محمداميرن معروف,1037
275,پارتی دیمۆکراتی کوردستان,30,حزب,السليمانية,ذكر,كاوه محمدفرج صابرصالح,1038
275,پارتی دیمۆکراتی کوردستان,31,حزب,السليمانية,ذكر,.محمد حسن رضا محمد برزنجي,1039
275,پارتی دیمۆکراتی کوردستان,32,حزب,السليمانية,ذكر,.مصطفن خالد عبدول احمد بەرزنج,1040
275,پارتی دیمۆکراتی کوردستان,33,حزب,السليمانية,انثى,نةزاكةت حسيرن حمةسعيد محمد,1041
275,پارتی دیمۆکراتی کوردستان,34,حزب,السليمانية,ذكر,مصطفن عثمان احمد رشيد م بارزانگەڵاڵا,1042
275,پارتی دیمۆکراتی کوردستان,35,حزب,السليمانية,ذكر,مريوان حمه علىي روؤف صالح,1043
275,پارتی دیمۆکراتی کوردستان,36,حزب,السليمانية,ذكر,نيجروان جبارمحمود محمد,1044
278,الاتحاد الاسلامي الكوردستانني,1,حزب,السليمانية,ذكر,مثثن اميرن نادر حسيرن,1045
